#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 722500      4.85e-03    5.03e-03      3.34e-04    4.61e-04      8.81e-04    8.50e-04    1.2e-04
 722600      8.47e-03    1.19e-02      5.78e-04    1.02e-03      1.54e-03    2.06e-03    1.2e-04
 722700      4.77e-03    5.66e-03      5.09e-05    4.60e-05      9.36e-04    1.11e-03    1.2e-04
 722800      7.08e-03    9.72e-03      3.52e-04    1.81e-04      1.34e-03    1.90e-03    1.2e-04
 722900      7.02e-03    7.59e-03      8.57e-05    3.16e-04      1.38e-03    1.45e-03    1.2e-04
 723000      5.63e-03    7.57e-03      1.90e-04    4.36e-04      1.09e-03    1.41e-03    1.2e-04
 723100      7.25e-03    4.54e-03      2.84e-04    2.88e-04      1.39e-03    8.34e-04    1.2e-04
 723200      5.49e-03    5.50e-03      3.50e-04    2.81e-04      1.01e-03    1.04e-03    1.2e-04
 723300      7.09e-03    6.36e-03      3.11e-04    2.20e-04      1.35e-03    1.23e-03    1.2e-04
 723400      4.73e-03    1.37e-02      7.32e-05    2.53e-05      9.27e-04    2.69e-03    1.2e-04
 723500      8.70e-03    5.47e-03      1.12e-04    4.45e-04      1.71e-03    9.57e-04    1.2e-04
 723600      8.06e-03    6.48e-03      1.19e-04    4.07e-04      1.58e-03    1.19e-03    1.2e-04
 723700      6.33e-03    7.15e-03      9.65e-05    3.17e-05      1.24e-03    1.41e-03    1.2e-04
 723800      6.75e-03    4.75e-03      5.32e-05    1.25e-04      1.33e-03    9.23e-04    1.2e-04
 723900      4.52e-03    6.93e-03      2.21e-04    1.66e-04      8.55e-04    1.35e-03    1.2e-04
 724000      8.59e-03    6.56e-03      4.06e-04    1.77e-04      1.63e-03    1.27e-03    1.2e-04
 724100      6.46e-03    5.10e-03      1.68e-04    2.26e-04      1.26e-03    9.72e-04    1.2e-04
 724200      5.16e-03    1.18e-02      4.94e-04    6.79e-04      8.56e-04    2.21e-03    1.2e-04
 724300      5.72e-03    6.11e-03      5.53e-04    6.30e-04      9.48e-04    9.82e-04    1.2e-04
 724400      8.18e-03    4.56e-03      2.05e-04    1.22e-04      1.59e-03    8.86e-04    1.2e-04
 724500      4.91e-03    6.66e-03      1.28e-04    6.48e-05      9.54e-04    1.31e-03    1.2e-04
 724600      7.56e-03    5.83e-03      1.02e-04    1.37e-04      1.48e-03    1.14e-03    1.2e-04
 724700      8.31e-03    7.67e-03      1.00e-04    5.44e-04      1.63e-03    1.38e-03    1.2e-04
 724800      6.44e-03    7.93e-03      6.78e-04    7.09e-04      1.02e-03    1.35e-03    1.2e-04
 724900      7.84e-03    5.64e-03      7.95e-04    1.29e-04      1.27e-03    1.10e-03    1.2e-04
 725000      5.42e-03    4.57e-03      1.38e-04    1.98e-04      1.05e-03    8.71e-04    1.2e-04
 725100      5.12e-03    7.61e-03      2.95e-04    4.80e-04      9.52e-04    1.40e-03    1.2e-04
 725200      6.99e-03    5.66e-03      4.56e-04    3.64e-04      1.28e-03    1.04e-03    1.2e-04
 725300      6.82e-03    5.46e-03      1.28e-04    4.16e-04      1.33e-03    9.71e-04    1.2e-04
 725400      7.30e-03    5.20e-03      5.52e-06    3.07e-04      1.43e-03    9.65e-04    1.2e-04
 725500      7.36e-03    5.02e-03      4.29e-04    6.31e-04      1.37e-03    7.02e-04    1.2e-04
 725600      8.47e-03    7.44e-03      7.30e-04    4.82e-04      1.46e-03    1.36e-03    1.2e-04
 725700      4.95e-03    6.02e-03      2.73e-04    1.11e-04      9.26e-04    1.18e-03    1.2e-04
 725800      9.44e-03    8.35e-03      5.01e-05    7.30e-05      1.85e-03    1.64e-03    1.2e-04
 725900      5.23e-03    6.60e-03      4.12e-04    4.23e-04      9.23e-04    1.21e-03    1.2e-04
 726000      4.72e-03    5.24e-03      3.53e-04    1.14e-04      8.43e-04    1.02e-03    1.2e-04
 726100      6.41e-03    6.06e-03      5.62e-04    2.21e-04      1.10e-03    1.17e-03    1.2e-04
 726200      5.11e-03    7.13e-03      1.67e-04    3.64e-04      9.88e-04    1.34e-03    1.2e-04
 726300      6.34e-03    6.54e-03      3.08e-04    4.16e-06      1.20e-03    1.28e-03    1.2e-04
 726400      5.26e-03    5.70e-03      6.26e-06    1.64e-04      1.03e-03    1.11e-03    1.2e-04
 726500      7.05e-03    8.25e-03      4.32e-04    4.32e-04      1.30e-03    1.55e-03    1.2e-04
 726600      7.43e-03    6.62e-03      4.75e-04    2.51e-04      1.36e-03    1.27e-03    1.2e-04
 726700      7.61e-03    8.46e-03      2.52e-05    7.04e-05      1.50e-03    1.66e-03    1.2e-04
 726800      6.05e-03    5.35e-03      2.19e-04    2.86e-05      1.17e-03    1.05e-03    1.2e-04
 726900      7.75e-03    5.87e-03      6.38e-04    1.94e-04      1.35e-03    1.13e-03    1.2e-04
 727000      5.26e-03    4.89e-03      2.33e-05    4.76e-05      1.03e-03    9.60e-04    1.2e-04
 727100      4.66e-03    6.48e-03      3.88e-04    3.67e-04      8.12e-04    1.21e-03    1.2e-04
 727200      5.26e-03    5.80e-03      3.45e-06    1.98e-04      1.03e-03    1.12e-03    1.2e-04
 727300      5.76e-03    5.24e-03      4.01e-04    1.24e-04      1.04e-03    1.02e-03    1.2e-04
 727400      4.75e-03    8.24e-03      1.48e-04    3.08e-04      9.19e-04    1.58e-03    1.2e-04
 727500      9.50e-03    7.12e-03      4.09e-04    3.49e-04      1.81e-03    1.35e-03    1.2e-04
 727600      1.02e-02    7.81e-03      7.63e-04    4.15e-04      1.83e-03    1.47e-03    1.2e-04
 727700      7.65e-03    6.27e-03      1.01e-04    3.47e-04      1.50e-03    1.17e-03    1.2e-04
 727800      5.09e-03    7.56e-03      3.94e-04    3.93e-04      9.03e-04    1.42e-03    1.2e-04
 727900      5.45e-03    5.78e-03      4.08e-04    2.62e-04      9.74e-04    1.10e-03    1.2e-04
 728000      7.39e-03    6.10e-03      6.29e-04    6.41e-04      1.28e-03    9.70e-04    1.2e-04
 728100      4.40e-03    6.19e-03      2.28e-04    1.87e-04      8.28e-04    1.20e-03    1.2e-04
 728200      7.51e-03    4.31e-03      3.92e-04    1.31e-04      1.41e-03    8.35e-04    1.2e-04
 728300      7.53e-03    6.27e-03      3.37e-04    9.06e-05      1.43e-03    1.23e-03    1.2e-04
 728400      7.42e-03    5.69e-03      7.83e-04    3.92e-04      1.18e-03    1.03e-03    1.2e-04
 728500      5.95e-03    6.58e-03      6.30e-04    4.97e-04      9.43e-04    1.17e-03    1.2e-04
 728600      6.13e-03    5.95e-03      2.17e-04    2.45e-04      1.18e-03    1.14e-03    1.2e-04
 728700      4.56e-03    6.35e-03      2.51e-04    3.42e-04      8.52e-04    1.19e-03    1.2e-04
 728800      5.39e-03    8.11e-03      2.17e-05    7.72e-05      1.06e-03    1.59e-03    1.2e-04
 728900      5.08e-03    4.20e-03      2.78e-04    6.95e-05      9.52e-04    8.21e-04    1.2e-04
 729000      9.18e-03    9.63e-03      1.84e-04    2.29e-04      1.79e-03    1.88e-03    1.2e-04
 729100      9.21e-03    6.52e-03      5.05e-04    3.74e-04      1.72e-03    1.21e-03    1.2e-04
 729200      4.84e-03    5.75e-03      3.03e-04    4.20e-05      8.91e-04    1.13e-03    1.2e-04
 729300      7.98e-03    7.00e-03      5.89e-05    2.52e-04      1.57e-03    1.35e-03    1.2e-04
 729400      6.88e-03    6.25e-03      6.35e-04    8.97e-04      1.16e-03    7.35e-04    1.2e-04
 729500      7.15e-03    8.61e-03      9.35e-05    1.46e-05      1.40e-03    1.69e-03    1.2e-04
 729600      1.02e-02    7.50e-03      3.53e-04    7.51e-04      1.98e-03    1.22e-03    1.2e-04
 729700      6.71e-03    6.57e-03      2.44e-04    2.87e-04      1.29e-03    1.25e-03    1.2e-04
 729800      5.54e-03    7.55e-03      4.24e-04    2.28e-04      9.86e-04    1.46e-03    1.2e-04
 729900      5.18e-03    9.18e-03      6.11e-05    4.04e-04      1.02e-03    1.75e-03    1.2e-04
 730000      4.83e-03    1.08e-02      2.81e-05    1.11e-04      9.73e-04    2.17e-03    1.2e-04
 730100      7.41e-03    5.85e-03      3.69e-04    3.72e-04      1.43e-03    1.10e-03    1.2e-04
 730200      5.93e-03    5.04e-03      1.55e-04    2.19e-04      1.18e-03    9.85e-04    1.2e-04
 730300      4.54e-03    5.26e-03      3.61e-04    4.17e-04      8.20e-04    9.49e-04    1.2e-04
 730400      1.15e-02    7.31e-03      7.13e-04    5.50e-04      2.18e-03    1.34e-03    1.2e-04
 730500      8.19e-03    6.64e-03      2.38e-04    1.28e-04      1.63e-03    1.33e-03    1.2e-04
 730600      7.84e-03    4.12e-03      1.27e-05    9.95e-05      1.58e-03    8.23e-04    1.2e-04
 730700      5.73e-03    4.72e-03      1.75e-04    2.73e-05      1.14e-03    9.50e-04    1.2e-04
 730800      4.37e-03    6.04e-03      1.81e-04    2.34e-05      8.58e-04    1.22e-03    1.2e-04
 730900      7.41e-03    8.13e-03      1.57e-04    1.49e-04      1.48e-03    1.63e-03    1.2e-04
 731000      5.10e-03    2.27e-03      7.33e-05    1.08e-04      1.02e-03    4.40e-04    1.2e-04
 731100      6.77e-03    6.29e-03      3.37e-04    5.08e-04      1.31e-03    1.13e-03    1.2e-04
 731200      6.08e-03    2.89e-03      3.82e-04    1.23e-04      1.15e-03    5.66e-04    1.2e-04
 731300      4.49e-03    8.69e-03      2.16e-04    2.81e-04      8.72e-04    1.72e-03    1.2e-04
 731400      4.29e-03    4.40e-03      6.85e-06    1.17e-04      8.65e-04    8.77e-04    1.2e-04
 731500      6.18e-03    5.47e-03      2.49e-04    1.70e-04      1.21e-03    1.09e-03    1.2e-04
 731600      5.73e-03    1.03e-02      2.57e-04    3.57e-04      1.12e-03    2.03e-03    1.2e-04
 731700      6.00e-03    5.85e-03      6.50e-04    5.22e-04      9.63e-04    1.02e-03    1.2e-04
 731800      4.69e-03    5.67e-03      1.80e-04    1.37e-04      9.23e-04    1.13e-03    1.2e-04
 731900      7.08e-03    7.49e-03      3.24e-04    3.39e-04      1.38e-03    1.46e-03    1.2e-04
 732000      5.43e-03    4.81e-03      2.29e-04    2.44e-04      1.06e-03    9.30e-04    1.2e-04
 732100      5.12e-03    8.68e-03      4.43e-04    7.16e-05      9.03e-04    1.75e-03    1.2e-04
 732200      8.05e-03    4.24e-03      3.13e-04    9.52e-05      1.58e-03    8.48e-04    1.2e-04
 732300      5.24e-03    4.37e-03      1.73e-04    1.51e-04      1.04e-03    8.65e-04    1.2e-04
 732400      9.11e-03    5.17e-03      2.92e-04    1.12e-04      1.81e-03    1.03e-03    1.2e-04
 732500      4.66e-03    4.71e-03      2.64e-04    3.81e-04      8.91e-04    8.47e-04    1.2e-04
 732600      6.75e-03    8.03e-03      2.93e-04    3.20e-04      1.32e-03    1.58e-03    1.2e-04
 732700      6.01e-03    6.66e-03      6.79e-04    4.95e-04      9.38e-04    1.22e-03    1.2e-04
 732800      8.45e-03    6.79e-03      3.33e-04    5.29e-04      1.66e-03    1.23e-03    1.2e-04
 732900      5.38e-03    9.22e-03      1.34e-04    2.06e-04      1.07e-03    1.84e-03    1.2e-04
 733000      7.12e-03    8.96e-03      6.06e-04    2.87e-04      1.26e-03    1.78e-03    1.2e-04
 733100      4.53e-03    5.31e-03      1.06e-05    1.30e-04      9.14e-04    1.06e-03    1.2e-04
 733200      9.04e-03    7.61e-03      2.16e-04    2.85e-04      1.80e-03    1.50e-03    1.2e-04
 733300      4.25e-03    6.06e-03      6.18e-05    2.07e-04      8.54e-04    1.20e-03    1.2e-04
 733400      4.49e-03    4.34e-03      2.74e-04    1.25e-04      8.52e-04    8.62e-04    1.2e-04
 733500      5.23e-03    5.08e-03      5.60e-04    6.68e-04      8.44e-04    6.94e-04    1.2e-04
 733600      5.63e-03    5.57e-03      2.41e-05    1.75e-04      1.13e-03    1.10e-03    1.2e-04
 733700      5.25e-03    6.22e-03      5.50e-04    5.37e-04      8.57e-04    1.10e-03    1.2e-04
 733800      9.10e-03    4.53e-03      3.75e-04    1.23e-04      1.79e-03    9.02e-04    1.2e-04
 733900      7.46e-03    5.43e-03      2.42e-04    5.36e-05      1.48e-03    1.09e-03    1.2e-04
 734000      4.45e-03    5.86e-03      2.43e-04    4.68e-04      8.54e-04    1.06e-03    1.2e-04
 734100      7.22e-03    7.13e-03      1.12e-04    3.08e-04      1.45e-03    1.39e-03    1.2e-04
 734200      5.07e-03    5.25e-03      1.56e-04    1.28e-04      1.01e-03    1.05e-03    1.2e-04
 734300      4.62e-03    8.11e-03      2.94e-04    3.20e-04      8.70e-04    1.59e-03    1.2e-04
 734400      4.60e-03    5.40e-03      4.76e-04    3.77e-04      7.56e-04    1.00e-03    1.2e-04
 734500      5.35e-03    8.90e-03      2.09e-04    2.34e-04      1.05e-03    1.77e-03    1.2e-04
 734600      4.56e-03    5.83e-03      1.90e-04    1.56e-04      8.93e-04    1.16e-03    1.2e-04
 734700      5.15e-03    8.86e-03      3.35e-04    1.40e-04      9.67e-04    1.78e-03    1.2e-04
 734800      6.34e-03    6.08e-03      8.12e-05    1.50e-04      1.27e-03    1.21e-03    1.2e-04
 734900      6.36e-03    6.85e-03      4.79e-04    6.68e-04      1.16e-03    1.16e-03    1.2e-04
 735000      6.65e-03    7.72e-03      1.41e-04    4.26e-05      1.33e-03    1.55e-03    1.2e-04
 735100      1.03e-02    8.85e-03      1.31e-03    7.40e-04      1.44e-03    1.58e-03    1.2e-04
 735200      5.34e-03    8.43e-03      1.86e-04    1.94e-04      1.06e-03    1.69e-03    1.2e-04
 735300      4.03e-03    5.78e-03      8.39e-05    1.54e-04      8.06e-04    1.15e-03    1.2e-04
 735400      8.83e-03    6.72e-03      2.93e-04    2.24e-04      1.75e-03    1.33e-03    1.2e-04
 735500      8.69e-03    6.15e-03      3.54e-05    3.35e-05      1.75e-03    1.24e-03    1.2e-04
 735600      7.83e-03    4.81e-03      3.39e-04    1.19e-04      1.53e-03    9.61e-04    1.2e-04
 735700      8.75e-03    5.14e-03      2.71e-05    2.41e-04      1.76e-03    1.00e-03    1.2e-04
 735800      7.12e-03    4.88e-03      4.04e-04    3.22e-04      1.36e-03    9.15e-04    1.2e-04
 735900      5.99e-03    4.79e-03      1.18e-04    3.45e-04      1.20e-03    8.83e-04    1.2e-04
 736000      8.33e-03    9.01e-03      7.70e-04    3.61e-04      1.44e-03    1.77e-03    1.2e-04
 736100      6.74e-03    6.31e-03      9.28e-05    1.05e-05      1.35e-03    1.27e-03    1.2e-04
 736200      6.60e-03    9.15e-03      6.24e-04    1.12e-03      1.13e-03    1.35e-03    1.2e-04
 736300      6.96e-03    5.67e-03      9.05e-05    3.71e-05      1.40e-03    1.14e-03    1.2e-04
 736400      8.02e-03    4.55e-03      6.26e-04    5.49e-04      1.45e-03    6.76e-04    1.2e-04
 736500      6.47e-03    4.47e-03      5.54e-06    7.52e-05      1.30e-03    8.98e-04    1.2e-04
 736600      7.27e-03    1.24e-02      7.64e-04    3.56e-04      1.19e-03    2.47e-03    1.2e-04
 736700      6.70e-03    1.03e-02      6.58e-04    5.03e-04      1.13e-03    2.00e-03    1.2e-04
 736800      9.54e-03    6.14e-03      2.09e-04    2.54e-04      1.91e-03    1.20e-03    1.2e-04
 736900      5.22e-03    6.26e-03      1.77e-04    4.76e-05      1.03e-03    1.26e-03    1.2e-04
 737000      6.03e-03    6.47e-03      3.70e-04    1.19e-05      1.14e-03    1.30e-03    1.2e-04
 737100      6.60e-03    5.06e-03      4.33e-04    5.10e-04      1.24e-03    8.43e-04    1.2e-04
 737200      4.89e-03    8.76e-03      1.44e-04    1.12e-05      9.72e-04    1.77e-03    1.2e-04
 737300      1.02e-02    7.16e-03      7.53e-06    4.47e-04      2.05e-03    1.35e-03    1.2e-04
 737400      4.79e-03    3.89e-03      2.38e-04    1.62e-04      9.27e-04    7.63e-04    1.2e-04
 737500      5.09e-03    5.44e-03      4.19e-04    3.15e-04      9.11e-04    1.04e-03    1.2e-04
 737600      4.64e-03    6.17e-03      2.69e-04    4.09e-05      8.85e-04    1.24e-03    1.2e-04
 737700      4.99e-03    5.36e-03      7.79e-07    3.25e-04      1.01e-03    1.02e-03    1.2e-04
 737800      7.02e-03    1.15e-02      8.70e-05    4.96e-04      1.41e-03    2.25e-03    1.2e-04
 737900      4.75e-03    5.07e-03      5.94e-05    7.28e-05      9.54e-04    1.02e-03    1.2e-04
 738000      6.34e-03    7.06e-03      7.24e-04    9.58e-04      9.82e-04    9.26e-04    1.2e-04
 738100      7.25e-03    9.87e-03      6.17e-04    1.03e-03      1.28e-03    1.62e-03    1.2e-04
 738200      4.74e-03    1.22e-02      4.39e-04    5.14e-04      8.17e-04    2.38e-03    1.2e-04
 738300      9.32e-03    7.06e-03      9.53e-05    4.27e-04      1.87e-03    1.34e-03    1.2e-04
 738400      4.08e-03    6.36e-03      8.57e-05    1.85e-05      8.16e-04    1.28e-03    1.2e-04
 738500      6.26e-03    8.13e-03      2.69e-04    1.67e-04      1.22e-03    1.63e-03    1.2e-04
 738600      7.22e-03    7.55e-03      8.47e-05    5.56e-04      1.45e-03    1.39e-03    1.2e-04
 738700      6.03e-03    4.55e-03      1.22e-04    6.75e-05      1.21e-03    9.13e-04    1.2e-04
 738800      6.25e-03    6.46e-03      7.67e-04    2.34e-04      9.17e-04    1.28e-03    1.2e-04
 738900      6.14e-03    1.29e-02      5.78e-05    3.68e-04      1.23e-03    2.58e-03    1.2e-04
 739000      4.26e-03    6.32e-03      2.84e-05    5.71e-05      8.57e-04    1.27e-03    1.2e-04
 739100      8.15e-03    3.65e-03      2.06e-04    4.45e-05      1.63e-03    7.34e-04    1.2e-04
 739200      4.61e-03    5.39e-03      2.00e-04    9.50e-06      9.02e-04    1.09e-03    1.2e-04
 739300      9.42e-03    6.50e-03      1.27e-04    2.37e-08      1.89e-03    1.31e-03    1.2e-04
 739400      4.11e-03    6.01e-03      4.79e-05    3.25e-04      8.26e-04    1.15e-03    1.2e-04
 739500      5.19e-03    4.30e-03      3.46e-05    7.12e-05      1.04e-03    8.62e-04    1.2e-04
 739600      6.25e-03    9.54e-03      4.75e-04    9.41e-04      1.14e-03    1.60e-03    1.2e-04
 739700      6.99e-03    7.72e-03      3.32e-04    3.25e-04      1.36e-03    1.51e-03    1.2e-04
 739800      6.34e-03    8.18e-03      4.11e-04    7.58e-04      1.19e-03    1.41e-03    1.2e-04
 739900      8.52e-03    5.98e-03      6.20e-04    5.21e-04      1.57e-03    1.05e-03    1.2e-04
 740000      6.86e-03    5.68e-03      3.64e-04    1.93e-04      1.35e-03    1.15e-03    1.1e-04
 740100      6.39e-03    7.21e-03      2.32e-04    2.64e-04      1.29e-03    1.46e-03    1.1e-04
 740200      7.00e-03    7.68e-03      6.00e-05    2.86e-04      1.44e-03    1.55e-03    1.1e-04
 740300      5.88e-03    5.51e-03      7.52e-04    5.17e-04      8.49e-04    9.68e-04    1.1e-04
 740400      5.58e-03    6.74e-03      4.51e-04    1.09e-04      1.03e-03    1.39e-03    1.1e-04
 740500      4.88e-03    5.61e-03      3.01e-04    2.19e-04      9.46e-04    1.13e-03    1.1e-04
 740600      4.42e-03    9.78e-03      3.07e-05    3.25e-06      9.13e-04    2.02e-03    1.1e-04
 740700      7.43e-03    9.32e-03      1.35e-04    1.98e-04      1.53e-03    1.91e-03    1.1e-04
 740800      9.44e-03    6.86e-03      8.74e-04    5.53e-05      1.67e-03    1.41e-03    1.1e-04
 740900      7.04e-03    6.54e-03      3.67e-04    4.29e-04      1.39e-03    1.26e-03    1.1e-04
 741000      4.43e-03    7.69e-03      2.34e-04    6.99e-04      8.73e-04    1.37e-03    1.1e-04
 741100      8.71e-03    5.38e-03      3.48e-05    1.77e-04      1.80e-03    1.09e-03    1.1e-04
 741200      6.52e-03    1.15e-02      1.02e-04    2.90e-05      1.34e-03    2.37e-03    1.1e-04
 741300      5.42e-03    8.47e-03      5.46e-04    5.91e-04      9.26e-04    1.61e-03    1.1e-04
 741400      6.47e-03    4.75e-03      5.10e-04    5.59e-04      1.20e-03    7.39e-04    1.1e-04
 741500      4.43e-03    6.45e-03      2.07e-04    3.11e-04      8.83e-04    1.28e-03    1.1e-04
 741600      4.73e-03    6.76e-03      2.84e-04    6.45e-04      9.21e-04    1.18e-03    1.1e-04
 741700      7.94e-03    5.68e-03      3.38e-04    4.77e-06      1.59e-03    1.17e-03    1.1e-04
 741800      4.30e-03    6.54e-03      1.77e-04    1.93e-04      8.63e-04    1.33e-03    1.1e-04
 741900      8.23e-03    6.07e-03      6.23e-04    4.25e-04      1.54e-03    1.15e-03    1.1e-04
 742000      7.92e-03    4.28e-03      3.13e-04    1.72e-04      1.59e-03    8.62e-04    1.1e-04
 742100      4.51e-03    8.01e-03      3.51e-04    6.46e-04      8.38e-04    1.48e-03    1.1e-04
 742200      4.66e-03    9.71e-03      4.21e-04    3.30e-04      8.30e-04    1.97e-03    1.1e-04
 742300      4.83e-03    4.97e-03      3.02e-04    9.16e-06      9.34e-04    1.03e-03    1.1e-04
 742400      7.89e-03    4.15e-03      7.34e-04    1.54e-04      1.39e-03    8.38e-04    1.1e-04
 742500      6.07e-03    5.32e-03      2.16e-04    3.28e-04      1.23e-03    1.03e-03    1.1e-04
 742600      4.94e-03    4.81e-03      3.84e-04    3.63e-04      9.19e-04    9.01e-04    1.1e-04
 742700      5.70e-03    4.99e-03      1.28e-04    7.41e-05      1.17e-03    1.03e-03    1.1e-04
 742800      4.52e-03    2.29e-03      2.20e-04    1.74e-04      8.97e-04    4.28e-04    1.1e-04
 742900      5.43e-03    7.25e-03      1.59e-04    4.88e-04      1.11e-03    1.39e-03    1.1e-04
 743000      1.03e-02    6.60e-03      4.43e-04    8.28e-04      2.06e-03    9.71e-04    1.1e-04
 743100      7.90e-03    5.01e-03      3.88e-04    2.57e-04      1.57e-03    9.91e-04    1.1e-04
 743200      8.49e-03    6.62e-03      1.95e-04    7.60e-07      1.74e-03    1.37e-03    1.1e-04
 743300      7.08e-03    8.13e-03      3.55e-05    2.85e-04      1.46e-03    1.65e-03    1.1e-04
 743400      6.99e-03    5.92e-03      9.36e-04    5.95e-04      9.57e-04    1.01e-03    1.1e-04
 743500      7.59e-03    5.44e-03      1.80e-04    4.15e-04      1.55e-03    1.02e-03    1.1e-04
 743600      7.40e-03    8.88e-03      3.31e-04    1.45e-04      1.48e-03    1.83e-03    1.1e-04
 743700      4.77e-03    7.92e-03      1.93e-04    9.20e-05      9.59e-04    1.63e-03    1.1e-04
 743800      5.38e-03    6.78e-03      2.79e-04    2.12e-04      1.06e-03    1.38e-03    1.1e-04
 743900      5.41e-03    6.09e-03      6.22e-04    5.21e-04      8.55e-04    1.10e-03    1.1e-04
 744000      8.02e-03    5.78e-03      1.66e-04    6.75e-05      1.65e-03    1.19e-03    1.1e-04
 744100      4.18e-03    7.27e-03      3.06e-05    2.56e-04      8.63e-04    1.47e-03    1.1e-04
 744200      6.19e-03    5.15e-03      4.02e-04    3.51e-04      1.19e-03    9.84e-04    1.1e-04
 744300      9.17e-03    4.73e-03      3.08e-04    5.50e-05      1.86e-03    9.75e-04    1.1e-04
 744400      9.73e-03    1.22e-02      7.15e-04    3.18e-04      1.83e-03    2.49e-03    1.1e-04
 744500      4.76e-03    6.84e-03      4.58e-04    5.73e-04      8.29e-04    1.25e-03    1.1e-04
 744600      5.94e-03    4.69e-03      5.48e-05    1.08e-05      1.23e-03    9.69e-04    1.1e-04
 744700      4.64e-03    5.79e-03      4.17e-05    1.33e-04      9.57e-04    1.19e-03    1.1e-04
 744800      4.95e-03    4.16e-03      1.09e-04    6.39e-05      1.02e-03    8.56e-04    1.1e-04
 744900      1.07e-02    5.34e-03      2.93e-04    3.59e-04      2.19e-03    1.02e-03    1.1e-04
 745000      6.08e-03    9.79e-03      5.63e-04    5.86e-04      1.07e-03    1.91e-03    1.1e-04
 745100      7.18e-03    9.45e-03      3.14e-04    3.58e-04      1.44e-03    1.91e-03    1.1e-04
 745200      6.31e-03    8.61e-03      8.71e-05    2.70e-04      1.30e-03    1.75e-03    1.1e-04
 745300      4.56e-03    1.05e-02      4.13e-04    4.92e-04      8.11e-04    2.09e-03    1.1e-04
 745400      5.71e-03    8.27e-03      1.96e-04    3.85e-04      1.16e-03    1.65e-03    1.1e-04
 745500      5.45e-03    4.76e-03      1.66e-04    2.79e-04      1.11e-03    9.28e-04    1.1e-04
 745600      6.36e-03    5.42e-03      2.24e-04    2.01e-05      1.29e-03    1.12e-03    1.1e-04
 745700      6.98e-03    9.81e-03      1.07e-04    2.27e-04      1.44e-03    2.01e-03    1.1e-04
 745800      5.46e-03    4.74e-03      4.59e-04    1.64e-04      9.96e-04    9.60e-04    1.1e-04
 745900      7.91e-03    5.47e-03      5.62e-05    4.97e-04      1.63e-03    9.74e-04    1.1e-04
 746000      8.83e-03    5.09e-03      7.68e-04    1.28e-04      1.59e-03    1.04e-03    1.1e-04
 746100      4.24e-03    5.45e-03      8.85e-05    2.62e-06      8.69e-04    1.12e-03    1.1e-04
 746200      8.95e-03    6.55e-03      4.52e-05    2.37e-04      1.85e-03    1.33e-03    1.1e-04
 746300      6.16e-03    6.14e-03      3.59e-04    1.66e-04      1.20e-03    1.25e-03    1.1e-04
 746400      8.22e-03    5.38e-03      1.06e-04    1.47e-04      1.69e-03    1.10e-03    1.1e-04
 746500      5.58e-03    9.00e-03      3.00e-04    6.96e-05      1.10e-03    1.86e-03    1.1e-04
 746600      5.55e-03    8.14e-03      3.61e-04    3.47e-04      1.07e-03    1.63e-03    1.1e-04
 746700      4.31e-03    6.72e-03      8.06e-05    1.38e-04      8.85e-04    1.38e-03    1.1e-04
 746800      4.59e-03    5.89e-03      1.53e-04    3.08e-04      9.32e-04    1.16e-03    1.1e-04
 746900      5.49e-03    9.38e-03      1.51e-04    3.94e-05      1.12e-03    1.94e-03    1.1e-04
 747000      5.06e-03    6.00e-03      1.82e-04    3.01e-04      1.02e-03    1.19e-03    1.1e-04
 747100      7.51e-03    5.17e-03      6.10e-04    4.50e-04      1.38e-03    9.34e-04    1.1e-04
 747200      8.38e-03    1.23e-02      6.77e-04    7.25e-04      1.54e-03    2.40e-03    1.1e-04
 747300      1.06e-02    4.84e-03      7.78e-04    1.29e-04      2.00e-03    9.88e-04    1.1e-04
 747400      4.55e-03    6.17e-03      2.99e-04    1.73e-04      8.75e-04    1.26e-03    1.1e-04
 747500      8.09e-03    5.56e-03      5.02e-04    4.31e-04      1.57e-03    1.03e-03    1.1e-04
 747600      5.16e-03    4.23e-03      2.14e-04    2.00e-04      1.04e-03    8.41e-04    1.1e-04
 747700      6.94e-03    4.58e-03      2.42e-04    9.41e-05      1.41e-03    9.39e-04    1.1e-04
 747800      7.24e-03    5.99e-03      7.91e-04    5.32e-04      1.18e-03    1.07e-03    1.1e-04
 747900      6.08e-03    5.58e-03      4.55e-04    4.13e-04      1.14e-03    1.05e-03    1.1e-04
 748000      9.20e-03    4.12e-03      3.79e-04    1.28e-04      1.85e-03    8.38e-04    1.1e-04
 748100      7.94e-03    7.70e-03      7.42e-04    4.25e-04      1.40e-03    1.51e-03    1.1e-04
 748200      5.33e-03    4.75e-03      3.32e-04    1.53e-04      1.03e-03    9.65e-04    1.1e-04
 748300      4.48e-03    4.46e-03      2.49e-04    1.21e-04      8.80e-04    9.10e-04    1.1e-04
 748400      4.18e-03    5.33e-03      2.52e-04    3.95e-04      8.12e-04    1.00e-03    1.1e-04
 748500      6.81e-03    5.11e-03      2.20e-04    3.97e-04      1.38e-03    9.50e-04    1.1e-04
 748600      6.20e-03    6.98e-03      3.40e-04    2.15e-04      1.22e-03    1.42e-03    1.1e-04
