#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25000      7.60e-02    7.84e-02      5.69e-03    5.87e-03      2.50e-03    2.58e-03    4.5e-03
  25100      1.80e-01    1.39e-01      2.13e-02    2.18e-02      5.83e-03    4.40e-03    4.5e-03
  25200      9.23e-02    9.88e-02      2.67e-02    2.05e-02      2.55e-03    3.01e-03    4.5e-03
  25300      8.70e-02    6.72e-02      5.98e-03    7.64e-03      2.87e-03    2.18e-03    4.5e-03
  25400      1.37e-01    1.46e-01      2.10e-02    1.95e-02      4.35e-03    4.69e-03    4.5e-03
  25500      1.06e-01    9.44e-02      3.93e-03    3.56e-03      3.50e-03    3.13e-03    4.5e-03
  25600      6.98e-02    7.92e-02      9.96e-03    6.08e-03      2.24e-03    2.61e-03    4.5e-03
  25700      1.60e-01    1.57e-01      5.01e-02    5.26e-02      4.27e-03    3.99e-03    4.5e-03
  25800      1.17e-01    1.28e-01      1.63e-02    1.74e-02      3.74e-03    4.11e-03    4.5e-03
  25900      8.33e-02    1.09e-01      2.09e-03    4.44e-03      2.77e-03    3.62e-03    4.5e-03
  26000      1.26e-01    9.61e-02      1.45e-02    1.55e-02      4.10e-03    3.04e-03    4.5e-03
  26100      8.84e-02    9.38e-02      2.64e-02    2.65e-02      2.41e-03    2.62e-03    4.5e-03
  26200      6.78e-02    9.70e-02      4.37e-03    4.65e-03      2.24e-03    3.22e-03    4.5e-03
  26300      1.39e-01    1.35e-01      3.89e-02    3.71e-02      3.91e-03    3.82e-03    4.5e-03
  26400      1.13e-01    8.87e-02      6.90e-04    2.72e-03      3.77e-03    2.95e-03    4.5e-03
  26500      7.24e-02    7.75e-02      5.21e-03    9.02e-03      2.39e-03    2.52e-03    4.5e-03
  26600      8.24e-02    1.05e-01      1.50e-02    1.49e-02      2.57e-03    3.37e-03    4.5e-03
  26700      1.46e-01    1.26e-01      1.28e-02    1.39e-02      4.78e-03    4.10e-03    4.5e-03
  26800      1.11e-01    1.68e-01      2.64e-03    2.51e-03      3.70e-03    5.59e-03    4.5e-03
  26900      1.54e-01    1.18e-01      2.45e-02    2.71e-02      4.89e-03    3.53e-03    4.5e-03
  27000      1.00e-01    8.73e-02      1.81e-04    4.84e-04      3.34e-03    2.90e-03    4.5e-03
  27100      1.44e-01    9.14e-02      3.07e-03    3.14e-03      4.80e-03    3.04e-03    4.5e-03
  27200      1.05e-01    6.10e-02      2.63e-03    4.41e-03      3.50e-03    2.01e-03    4.5e-03
  27300      1.11e-01    9.80e-02      2.81e-02    2.93e-02      3.23e-03    2.67e-03    4.5e-03
  27400      7.01e-02    1.18e-01      1.03e-03    4.21e-03      2.33e-03    3.92e-03    4.5e-03
  27500      1.32e-01    1.25e-01      2.10e-02    2.39e-02      4.18e-03    3.88e-03    4.5e-03
  27600      4.23e-01    4.14e-01      2.02e-01    2.02e-01      5.55e-03    4.79e-03    4.5e-03
  27700      1.13e-01    1.03e-01      2.75e-02    2.32e-02      3.32e-03    3.08e-03    4.5e-03
  27800      5.99e-02    6.90e-02      3.78e-03    6.53e-03      1.98e-03    2.26e-03    4.5e-03
  27900      8.39e-02    7.39e-02      1.05e-02    1.34e-02      2.71e-03    2.31e-03    4.5e-03
  28000      9.66e-02    7.85e-02      1.47e-02    1.49e-02      3.08e-03    2.43e-03    4.5e-03
  28100      2.08e-01    1.81e-01      1.14e-02    1.15e-02      6.89e-03    5.99e-03    4.5e-03
  28200      6.83e-02    6.49e-02      4.69e-03    1.05e-02      2.25e-03    2.05e-03    4.5e-03
  28300      1.65e-01    1.86e-01      4.88e-02    4.73e-02      4.53e-03    5.41e-03    4.5e-03
  28400      1.91e-01    1.66e-01      5.99e-02    5.97e-02      5.05e-03    3.97e-03    4.5e-03
  28500      1.16e-01    7.13e-02      1.27e-02    1.54e-02      3.77e-03    2.16e-03    4.5e-03
  28600      1.75e-01    8.07e-02      7.99e-03    8.02e-03      5.81e-03    2.64e-03    4.5e-03
  28700      8.97e-02    8.95e-02      1.30e-02    1.29e-02      2.87e-03    2.86e-03    4.5e-03
  28800      1.06e-01    1.08e-01      1.39e-02    1.32e-02      3.43e-03    3.50e-03    4.5e-03
  28900      1.44e-01    7.76e-02      1.71e-02    1.50e-02      4.67e-03    2.40e-03    4.5e-03
  29000      1.47e-01    1.36e-01      6.59e-02    5.33e-02      2.45e-03    2.98e-03    4.5e-03
  29100      7.10e-02    1.01e-01      6.01e-03    2.33e-03      2.33e-03    3.37e-03    4.5e-03
  29200      1.12e-01    1.29e-01      1.16e-02    1.46e-02      3.64e-03    4.17e-03    4.5e-03
  29300      7.27e-02    7.39e-02      6.51e-03    7.72e-03      2.38e-03    2.41e-03    4.5e-03
  29400      8.66e-02    6.82e-02      6.93e-03    6.96e-03      2.85e-03    2.23e-03    4.5e-03
  29500      7.20e-02    7.99e-02      8.37e-03    8.66e-03      2.34e-03    2.60e-03    4.5e-03
  29600      6.79e-02    6.83e-02      4.07e-03    5.60e-03      2.25e-03    2.24e-03    4.5e-03
  29700      7.66e-02    1.10e-01      1.57e-02    2.53e-02      2.34e-03    3.27e-03    4.5e-03
  29800      1.36e-01    9.06e-02      2.38e-02    2.32e-02      4.27e-03    2.62e-03    4.5e-03
  29900      1.35e-01    1.64e-01      5.06e-03    2.63e-03      4.47e-03    5.46e-03    4.5e-03
  30000      2.62e-01    2.64e-01      3.75e-02    3.70e-02      8.45e-03    8.55e-03    4.3e-03
  30100      1.12e-01    1.58e-01      2.97e-02    3.50e-02      3.08e-03    4.69e-03    4.3e-03
  30200      2.20e-01    2.47e-01      1.16e-02    1.01e-02      7.45e-03    8.40e-03    4.3e-03
  30300      1.18e-01    8.23e-02      7.58e-03    7.11e-03      3.98e-03    2.75e-03    4.3e-03
  30400      1.08e-01    1.05e-01      9.58e-03    2.99e-03      3.60e-03    3.59e-03    4.3e-03
  30500      1.22e-01    1.37e-01      4.18e-02    4.03e-02      2.65e-03    3.51e-03    4.3e-03
  30600      6.78e-02    7.73e-02      7.02e-03    4.88e-03      2.25e-03    2.61e-03    4.3e-03
  30700      1.37e-01    1.36e-01      4.43e-02    3.86e-02      3.19e-03    3.58e-03    4.3e-03
  30800      9.28e-02    9.91e-02      2.64e-02    2.61e-02      2.42e-03    2.72e-03    4.3e-03
  30900      8.83e-02    9.74e-02      2.96e-02    3.22e-02      1.96e-03    2.21e-03    4.3e-03
  31000      6.92e-02    8.02e-02      3.89e-03    3.39e-03      2.35e-03    2.73e-03    4.3e-03
  31100      1.26e-01    1.10e-01      6.41e-03    6.19e-03      4.29e-03    3.71e-03    4.3e-03
  31200      1.38e-01    1.07e-01      1.26e-02    1.37e-02      4.59e-03    3.49e-03    4.3e-03
  31300      6.79e-02    7.55e-02      5.17e-03    1.35e-04      2.28e-03    2.58e-03    4.3e-03
  31400      1.33e-01    1.31e-01      1.59e-02    1.58e-02      4.38e-03    4.32e-03    4.3e-03
  31500      1.22e-01    1.10e-01      4.98e-03    5.50e-03      4.15e-03    3.72e-03    4.3e-03
  31600      1.13e-01    1.08e-01      1.53e-02    1.54e-02      3.66e-03    3.47e-03    4.3e-03
  31700      8.50e-02    7.19e-02      4.92e-03    5.40e-03      2.88e-03    2.42e-03    4.3e-03
  31800      7.10e-02    6.51e-02      4.74e-04    6.18e-06      2.42e-03    2.22e-03    4.3e-03
  31900      7.78e-02    9.59e-02      2.15e-03    4.27e-04      2.65e-03    3.27e-03    4.3e-03
  32000      1.16e-01    1.10e-01      2.71e-02    2.77e-02      3.39e-03    3.07e-03    4.3e-03
  32100      2.10e-01    9.11e-02      1.36e-02    1.60e-02      7.08e-03    2.85e-03    4.3e-03
  32200      7.64e-02    7.35e-02      1.22e-02    1.03e-02      2.43e-03    2.38e-03    4.3e-03
  32300      7.71e-02    7.71e-02      4.52e-03    4.52e-03      2.61e-03    2.61e-03    4.3e-03
  32400      1.12e-01    7.16e-02      1.10e-02    9.63e-03      3.74e-03    2.33e-03    4.3e-03
  32500      1.50e-01    1.13e-01      2.55e-02    2.61e-02      4.72e-03    3.28e-03    4.3e-03
  32600      8.85e-02    2.17e-01      6.83e-03    6.98e-03      2.98e-03    7.38e-03    4.3e-03
  32700      2.58e-01    1.77e-01      1.45e-02    1.35e-02      8.74e-03    5.97e-03    4.3e-03
  32800      5.96e-02    9.68e-02      1.11e-02    1.17e-02      1.84e-03    3.18e-03    4.3e-03
  32900      1.13e-01    1.01e-01      3.52e-02    3.46e-02      2.75e-03    2.21e-03    4.3e-03
  33000      9.11e-02    7.98e-02      2.05e-03    1.32e-03      3.11e-03    2.72e-03    4.3e-03
  33100      1.36e-01    1.20e-01      3.45e-02    3.30e-02      3.79e-03    3.22e-03    4.3e-03
  33200      6.36e-02    6.97e-02      5.14e-03    3.91e-03      2.13e-03    2.36e-03    4.3e-03
  33300      3.03e-01    2.49e-01      3.33e-02    3.61e-02      1.00e-02    8.04e-03    4.3e-03
  33400      1.27e-01    1.32e-01      4.85e-02    4.70e-02      2.20e-03    2.68e-03    4.3e-03
  33500      7.64e-02    9.38e-02      4.64e-03    5.74e-03      2.59e-03    3.17e-03    4.3e-03
  33600      6.75e-02    8.24e-02      1.00e-02    1.23e-02      2.17e-03    2.65e-03    4.3e-03
  33700      1.42e-01    6.14e-02      1.33e-02    1.38e-02      4.74e-03    1.81e-03    4.3e-03
  33800      9.40e-02    1.02e-01      1.75e-02    1.82e-02      2.91e-03    3.19e-03    4.3e-03
  33900      6.18e-02    9.48e-02      1.91e-03    2.39e-03      2.11e-03    3.23e-03    4.3e-03
  34000      1.41e-01    1.10e-01      3.24e-02    2.71e-02      4.12e-03    3.13e-03    4.3e-03
  34100      6.03e-02    7.67e-02      1.36e-03    1.85e-03      2.06e-03    2.61e-03    4.3e-03
  34200      2.48e-01    2.74e-01      4.64e-02    4.68e-02      7.66e-03    8.63e-03    4.3e-03
  34300      2.59e-01    2.15e-01      1.82e-02    1.80e-02      8.75e-03    7.21e-03    4.3e-03
  34400      8.89e-02    7.98e-02      1.78e-02    1.92e-02      2.71e-03    2.28e-03    4.3e-03
  34500      8.25e-02    6.92e-02      7.33e-03    7.46e-03      2.76e-03    2.29e-03    4.3e-03
  34600      1.48e-01    1.82e-01      3.39e-02    3.54e-02      4.33e-03    5.60e-03    4.3e-03
  34700      8.86e-02    8.68e-02      2.14e-02    2.12e-02      2.54e-03    2.47e-03    4.3e-03
  34800      1.06e-01    9.04e-02      2.16e-02    2.07e-02      3.23e-03    2.64e-03    4.3e-03
  34900      1.37e-01    1.04e-01      1.93e-02    1.10e-02      4.45e-03    3.44e-03    4.3e-03
  35000      6.75e-02    1.26e-01      5.86e-03    5.42e-03      2.26e-03    4.28e-03    4.3e-03
  35100      6.29e-02    8.01e-02      8.85e-03    9.63e-03      2.04e-03    2.63e-03    4.3e-03
  35200      7.75e-02    8.23e-02      5.43e-04    3.51e-04      2.64e-03    2.81e-03    4.3e-03
  35300      2.04e-01    2.17e-01      1.54e-02    1.53e-02      6.85e-03    7.32e-03    4.3e-03
  35400      1.67e-01    9.76e-02      3.42e-03    2.84e-03      5.69e-03    3.33e-03    4.3e-03
  35500      8.55e-02    9.11e-02      8.90e-03    8.19e-03      2.84e-03    3.05e-03    4.3e-03
  35600      7.90e-02    1.32e-01      8.47e-04    3.43e-04      2.70e-03    4.51e-03    4.3e-03
  35700      1.07e-01    1.81e-01      2.25e-02    2.09e-02      3.20e-03    5.96e-03    4.3e-03
  35800      8.61e-02    9.88e-02      8.49e-03    7.35e-03      2.87e-03    3.33e-03    4.3e-03
  35900      8.92e-02    1.07e-01      1.57e-02    1.42e-02      2.79e-03    3.49e-03    4.3e-03
  36000      6.93e-02    9.53e-02      8.97e-03    6.80e-03      2.26e-03    3.21e-03    4.3e-03
  36100      6.82e-02    7.31e-02      4.06e-03    3.60e-03      2.31e-03    2.48e-03    4.3e-03
  36200      1.71e-01    1.91e-01      7.67e-03    1.21e-02      5.80e-03    6.47e-03    4.3e-03
  36300      8.43e-02    1.21e-01      1.73e-03    3.22e-03      2.88e-03    4.11e-03    4.3e-03
  36400      6.54e-02    7.50e-02      8.45e-03    8.48e-03      2.14e-03    2.48e-03    4.3e-03
  36500      9.04e-02    7.81e-02      1.21e-02    1.49e-02      2.94e-03    2.41e-03    4.3e-03
  36600      2.56e-01    1.59e-01      2.10e-02    2.07e-02      8.58e-03    5.20e-03    4.3e-03
  36700      1.07e-01    1.14e-01      1.37e-02    1.40e-02      3.50e-03    3.73e-03    4.3e-03
  36800      8.93e-02    6.99e-02      1.27e-02    1.28e-02      2.89e-03    2.17e-03    4.3e-03
  36900      7.30e-02    7.79e-02      1.81e-02    1.77e-02      2.06e-03    2.28e-03    4.3e-03
  37000      1.38e-01    1.39e-01      4.97e-02    4.55e-02      2.72e-03    3.20e-03    4.3e-03
  37100      1.89e-01    2.50e-01      3.86e-02    3.73e-02      5.71e-03    8.05e-03    4.3e-03
  37200      1.02e-01    6.28e-02      1.20e-02    4.59e-03      3.36e-03    2.12e-03    4.3e-03
  37300      9.34e-02    7.81e-02      1.58e-02    5.84e-03      2.94e-03    2.63e-03    4.3e-03
  37400      1.05e-01    1.01e-01      7.81e-04    1.06e-03      3.58e-03    3.46e-03    4.3e-03
  37500      1.63e-01    1.48e-01      5.68e-02    5.41e-02      3.45e-03    2.82e-03    4.3e-03
  37600      5.44e-02    7.39e-02      3.94e-03    4.67e-03      1.83e-03    2.50e-03    4.3e-03
  37700      1.05e-01    1.28e-01      2.17e-03    3.06e-04      3.57e-03    4.37e-03    4.3e-03
  37800      7.77e-02    6.54e-02      8.46e-03    8.63e-03      2.57e-03    2.13e-03    4.3e-03
  37900      8.53e-02    6.20e-02      7.22e-03    7.79e-03      2.86e-03    2.03e-03    4.3e-03
  38000      8.29e-02    9.07e-02      1.20e-02    1.25e-02      2.68e-03    2.94e-03    4.3e-03
  38100      6.31e-02    9.84e-02      2.26e-03    2.25e-03      2.15e-03    3.36e-03    4.3e-03
  38200      2.22e-01    1.55e-01      8.66e-03    8.35e-03      7.54e-03    5.25e-03    4.3e-03
  38300      1.82e-01    1.09e-01      1.41e-02    1.17e-02      6.12e-03    3.60e-03    4.3e-03
  38400      1.48e-01    1.30e-01      3.15e-02    3.12e-02      4.43e-03    3.73e-03    4.3e-03
  38500      1.08e-01    8.65e-02      6.61e-03    7.41e-03      3.65e-03    2.90e-03    4.3e-03
  38600      1.62e-01    1.03e-01      2.86e-03    6.15e-03      5.51e-03    3.48e-03    4.3e-03
  38700      1.30e-01    9.57e-02      3.36e-02    3.13e-02      3.62e-03    2.20e-03    4.3e-03
  38800      9.14e-02    6.53e-02      1.22e-02    9.30e-03      2.98e-03    2.11e-03    4.3e-03
  38900      8.38e-02    8.17e-02      8.93e-04    3.11e-03      2.86e-03    2.78e-03    4.3e-03
  39000      7.11e-02    8.08e-02      1.01e-02    9.53e-03      2.30e-03    2.66e-03    4.3e-03
  39100      1.22e-01    1.18e-01      6.66e-03    7.96e-03      4.14e-03    3.99e-03    4.3e-03
  39200      9.86e-02    9.86e-02      2.91e-03    2.91e-03      3.36e-03    3.36e-03    4.3e-03
  39300      8.19e-02    7.12e-02      2.01e-02    2.00e-02      2.32e-03    1.88e-03    4.3e-03
  39400      8.81e-02    7.66e-02      1.60e-02    1.67e-02      2.74e-03    2.28e-03    4.3e-03
  39500      1.13e-01    5.96e-02      1.59e-02    1.21e-02      3.65e-03    1.81e-03    4.3e-03
  39600      4.93e-01    5.61e-01      1.10e-01    1.07e-01      1.46e-02    1.73e-02    4.3e-03
  39700      1.03e-01    9.87e-02      2.88e-02    2.84e-02      2.74e-03    2.56e-03    4.3e-03
  39800      9.95e-02    1.34e-01      3.62e-02    3.86e-02      1.93e-03    3.46e-03    4.3e-03
  39900      6.50e-02    8.86e-02      4.27e-03    1.00e-02      2.19e-03    2.93e-03    4.3e-03
  40000      6.43e-02    8.47e-02      1.04e-02    9.91e-03      2.05e-03    2.83e-03    4.1e-03
  40100      8.07e-02    1.07e-01      1.16e-02    1.13e-02      2.63e-03    3.61e-03    4.1e-03
  40200      9.20e-02    7.45e-02      1.32e-02    1.27e-02      3.00e-03    2.35e-03    4.1e-03
  40300      9.92e-02    7.55e-02      2.04e-02    2.11e-02      2.96e-03    1.86e-03    4.1e-03
  40400      7.56e-02    6.20e-02      1.09e-02    9.43e-03      2.46e-03    2.00e-03    4.1e-03
  40500      7.87e-02    7.83e-02      1.09e-02    1.15e-02      2.58e-03    2.54e-03    4.1e-03
  40600      1.11e-01    9.97e-02      2.41e-02    2.43e-02      3.25e-03    2.74e-03    4.1e-03
  40700      1.12e-01    8.60e-02      9.73e-03    9.27e-03      3.84e-03    2.90e-03    4.1e-03
  40800      6.87e-02    1.41e-01      1.24e-02    1.88e-02      2.14e-03    4.64e-03    4.1e-03
  40900      5.76e-02    6.84e-02      1.03e-02    1.08e-02      1.80e-03    2.20e-03    4.1e-03
  41000      8.38e-02    8.08e-02      1.79e-02    1.91e-02      2.47e-03    2.26e-03    4.1e-03
  41100      6.99e-02    6.55e-02      8.90e-03    1.18e-02      2.32e-03    2.04e-03    4.1e-03
  41200      9.98e-02    1.27e-01      2.32e-02    2.29e-02      2.82e-03    3.97e-03    4.1e-03
  41300      9.09e-02    9.13e-02      2.57e-02    2.71e-02      2.21e-03    2.10e-03    4.1e-03
  41400      6.08e-02    5.85e-02      1.54e-03    1.55e-03      2.13e-03    2.04e-03    4.1e-03
  41500      8.97e-02    7.92e-02      1.08e-02    1.13e-02      2.99e-03    2.58e-03    4.1e-03
  41600      1.92e-01    1.89e-01      6.26e-02    6.08e-02      3.78e-03    3.83e-03    4.1e-03
  41700      7.93e-02    6.83e-02      8.02e-03    8.24e-03      2.69e-03    2.28e-03    4.1e-03
  41800      6.57e-02    7.47e-02      6.98e-03    6.68e-03      2.22e-03    2.55e-03    4.1e-03
  41900      9.04e-02    5.42e-02      4.31e-03    4.16e-03      3.14e-03    1.86e-03    4.1e-03
  42000      9.56e-02    9.75e-02      2.35e-02    1.93e-02      2.62e-03    2.95e-03    4.1e-03
  42100      1.69e-01    1.17e-01      3.63e-02    3.79e-02      4.96e-03    2.33e-03    4.1e-03
  42200      1.27e-01    1.00e-01      2.32e-03    4.57e-04      4.46e-03    3.52e-03    4.1e-03
  42300      6.21e-02    6.93e-02      1.08e-04    5.85e-03      2.17e-03    2.37e-03    4.1e-03
  42400      5.97e-02    7.07e-02      1.09e-04    6.30e-04      2.09e-03    2.48e-03    4.1e-03
  42500      6.76e-02    5.49e-02      4.00e-03    4.19e-03      2.34e-03    1.89e-03    4.1e-03
  42600      1.54e-01    1.57e-01      1.66e-02    1.67e-02      5.19e-03    5.29e-03    4.1e-03
  42700      8.93e-02    8.21e-02      2.30e-02    2.27e-02      2.37e-03    2.05e-03    4.1e-03
  42800      1.92e-01    1.78e-01      4.12e-03    4.22e-03      6.73e-03    6.22e-03    4.1e-03
  42900      1.37e-01    1.14e-01      2.21e-02    1.75e-02      4.39e-03    3.68e-03    4.1e-03
  43000      7.69e-02    8.25e-02      5.49e-05    1.86e-04      2.70e-03    2.89e-03    4.1e-03
  43100      7.50e-02    1.06e-01      4.85e-03    5.00e-03      2.59e-03    3.70e-03    4.1e-03
  43200      7.83e-02    7.73e-02      1.34e-02    1.35e-02      2.47e-03    2.43e-03    4.1e-03
  43300      8.74e-02    8.27e-02      8.21e-03    7.92e-03      2.98e-03    2.81e-03    4.1e-03
  43400      1.00e-01    8.83e-02      2.94e-03    9.35e-04      3.50e-03    3.09e-03    4.1e-03
  43500      1.02e-01    8.03e-02      1.51e-02    1.59e-02      3.31e-03    2.43e-03    4.1e-03
  43600      1.05e-01    1.02e-01      2.33e-02    2.22e-02      3.03e-03    2.98e-03    4.1e-03
  43700      8.23e-02    9.28e-02      2.06e-02    2.01e-02      2.22e-03    2.72e-03    4.1e-03
  43800      9.38e-02    9.41e-02      1.78e-02    1.77e-02      2.88e-03    2.89e-03    4.1e-03
  43900      6.19e-02    6.37e-02      4.36e-04    5.48e-04      2.17e-03    2.23e-03    4.1e-03
  44000      1.21e-01    9.00e-02      1.15e-02    1.24e-02      4.10e-03    2.95e-03    4.1e-03
  44100      1.12e-01    9.15e-02      2.40e-02    2.37e-02      3.27e-03    2.42e-03    4.1e-03
  44200      1.64e-01    1.37e-01      3.61e-02    3.63e-02      4.76e-03    3.53e-03    4.1e-03
  44300      8.34e-02    9.44e-02      7.59e-03    7.55e-03      2.84e-03    3.24e-03    4.1e-03
  44400      8.96e-02    5.97e-02      4.32e-03    4.87e-03      3.12e-03    2.04e-03    4.1e-03
  44500      9.18e-02    1.03e-01      1.21e-02    1.29e-02      3.03e-03    3.41e-03    4.1e-03
  44600      8.59e-02    1.40e-01      8.92e-04    3.27e-03      3.01e-03    4.89e-03    4.1e-03
  44700      1.96e-01    1.92e-01      6.82e-03    4.39e-03      6.84e-03    6.73e-03    4.1e-03
  44800      9.07e-02    7.20e-02      1.72e-02    1.69e-02      2.79e-03    2.02e-03    4.1e-03
  44900      1.32e-01    6.19e-02      2.43e-03    3.00e-03      4.62e-03    2.15e-03    4.1e-03
  45000      6.26e-02    7.03e-02      5.48e-03    6.03e-03      2.14e-03    2.40e-03    4.1e-03
  45100      1.68e-01    1.41e-01      2.93e-02    2.94e-02      5.29e-03    4.18e-03    4.1e-03
  45200      1.08e-01    9.45e-02      5.92e-03    4.36e-03      3.75e-03    3.29e-03    4.1e-03
  45300      1.17e-01    1.44e-01      3.24e-03    3.02e-03      4.10e-03    5.04e-03    4.1e-03
  45400      6.30e-02    6.27e-02      1.04e-02    1.01e-02      2.00e-03    2.00e-03    4.1e-03
  45500      6.92e-02    8.11e-02      1.71e-02    1.07e-02      1.89e-03    2.68e-03    4.1e-03
  45600      1.01e-01    1.54e-01      1.73e-02    1.87e-02      3.17e-03    5.12e-03    4.1e-03
  45700      1.05e-01    1.29e-01      4.14e-03    6.73e-03      3.66e-03    4.47e-03    4.1e-03
  45800      7.28e-02    8.48e-02      9.98e-04    1.91e-03      2.55e-03    2.97e-03    4.1e-03
  45900      8.70e-02    9.19e-02      1.82e-02    1.95e-02      2.58e-03    2.71e-03    4.1e-03
  46000      1.42e-01    1.45e-01      4.75e-02    5.04e-02      2.65e-03    2.37e-03    4.1e-03
  46100      1.09e-01    8.01e-02      4.76e-04    5.82e-04      3.80e-03    2.80e-03    4.1e-03
  46200      1.38e-01    1.02e-01      2.90e-02    3.02e-02      4.09e-03    2.37e-03    4.1e-03
  46300      1.30e-01    1.26e-01      3.64e-02    3.61e-02      3.19e-03    3.03e-03    4.1e-03
