#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 566000      7.30e-03    7.01e-03      3.42e-05    2.91e-04      9.62e-04    9.00e-04    2.8e-04
 566100      1.02e-02    1.25e-02      3.07e-04    3.69e-04      1.32e-03    1.63e-03    2.8e-04
 566200      1.01e-02    6.99e-03      6.64e-05    3.12e-05      1.33e-03    9.21e-04    2.8e-04
 566300      1.14e-02    1.81e-02      2.74e-04    6.24e-05      1.49e-03    2.38e-03    2.8e-04
 566400      1.66e-02    8.53e-03      1.82e-04    1.27e-04      2.19e-03    1.12e-03    2.8e-04
 566500      1.23e-02    7.36e-03      3.47e-04    3.24e-04      1.60e-03    9.42e-04    2.8e-04
 566600      7.27e-03    8.36e-03      2.03e-04    6.93e-05      9.48e-04    1.10e-03    2.8e-04
 566700      1.13e-02    1.41e-02      9.45e-04    1.06e-03      1.33e-03    1.69e-03    2.8e-04
 566800      8.67e-03    1.08e-02      7.94e-04    8.46e-04      9.88e-04    1.29e-03    2.8e-04
 566900      7.59e-03    1.14e-02      4.73e-04    7.73e-04      9.40e-04    1.40e-03    2.8e-04
 567000      9.08e-03    1.20e-02      3.48e-04    2.41e-04      1.17e-03    1.57e-03    2.8e-04
 567100      8.02e-03    9.71e-03      4.49e-04    4.59e-04      1.01e-03    1.24e-03    2.8e-04
 567200      8.30e-03    9.96e-03      6.05e-04    7.41e-04      1.00e-03    1.20e-03    2.8e-04
 567300      1.86e-02    1.10e-02      1.58e-04    3.31e-04      2.45e-03    1.44e-03    2.8e-04
 567400      1.13e-02    1.22e-02      1.45e-03    1.48e-03      1.06e-03    1.20e-03    2.8e-04
 567500      1.23e-02    7.58e-03      3.40e-04    4.90e-04      1.60e-03    9.34e-04    2.8e-04
 567600      1.15e-02    9.98e-03      1.25e-03    1.36e-03      1.22e-03    8.74e-04    2.8e-04
 567700      1.37e-02    1.01e-02      7.03e-04    8.07e-04      1.74e-03    1.20e-03    2.8e-04
 567800      1.31e-02    9.67e-03      2.93e-04    2.68e-04      1.71e-03    1.26e-03    2.8e-04
 567900      1.36e-02    1.47e-02      3.10e-04    9.69e-05      1.79e-03    1.93e-03    2.8e-04
 568000      7.57e-03    1.08e-02      4.15e-05    5.81e-05      9.97e-04    1.43e-03    2.8e-04
 568100      1.48e-02    1.12e-02      7.70e-04    6.25e-04      1.87e-03    1.41e-03    2.8e-04
 568200      8.16e-03    1.05e-02      6.93e-04    8.77e-04      9.52e-04    1.23e-03    2.8e-04
 568300      1.12e-02    8.64e-03      2.65e-04    5.37e-04      1.46e-03    1.07e-03    2.8e-04
 568400      1.15e-02    1.20e-02      9.59e-04    3.26e-04      1.35e-03    1.57e-03    2.8e-04
 568500      1.39e-02    1.74e-02      4.96e-04    4.15e-04      1.80e-03    2.28e-03    2.8e-04
 568600      1.66e-02    1.06e-02      5.82e-04    7.81e-04      2.14e-03    1.28e-03    2.8e-04
 568700      1.16e-02    1.39e-02      1.67e-03    1.56e-03      9.44e-04    1.44e-03    2.8e-04
 568800      7.57e-03    7.57e-03      2.72e-04    2.72e-04      9.79e-04    9.79e-04    2.8e-04
 568900      1.07e-02    6.64e-03      1.56e-04    9.09e-05      1.41e-03    8.73e-04    2.8e-04
 569000      8.98e-03    9.88e-03      6.22e-04    4.77e-04      1.10e-03    1.26e-03    2.8e-04
 569100      1.11e-02    9.86e-03      4.98e-06    1.49e-04      1.47e-03    1.30e-03    2.8e-04
 569200      1.08e-02    9.11e-03      5.97e-04    6.22e-04      1.35e-03    1.11e-03    2.8e-04
 569300      1.29e-02    9.35e-03      8.59e-04    1.01e-03      1.58e-03    9.93e-04    2.8e-04
 569400      6.62e-03    8.10e-03      2.47e-04    1.11e-04      8.55e-04    1.07e-03    2.8e-04
 569500      7.45e-03    8.13e-03      1.72e-04    3.38e-04      9.74e-04    1.04e-03    2.8e-04
 569600      8.92e-03    9.19e-03      4.23e-04    1.01e-04      1.13e-03    1.21e-03    2.8e-04
 569700      1.13e-02    1.39e-02      6.97e-04    2.75e-04      1.40e-03    1.83e-03    2.8e-04
 569800      1.01e-02    1.22e-02      7.21e-04    8.63e-04      1.23e-03    1.48e-03    2.8e-04
 569900      1.45e-02    1.62e-02      6.05e-04    8.70e-04      1.86e-03    2.04e-03    2.8e-04
 570000      1.23e-02    1.30e-02      2.65e-04    3.91e-06      1.65e-03    1.76e-03    2.7e-04
 570100      6.96e-03    1.43e-02      3.62e-05    2.00e-04      9.41e-04    1.93e-03    2.7e-04
 570200      1.36e-02    1.30e-02      5.09e-04    8.23e-04      1.80e-03    1.65e-03    2.7e-04
 570300      9.94e-03    1.01e-02      8.70e-04    8.90e-04      1.18e-03    1.20e-03    2.7e-04
 570400      1.28e-02    8.45e-03      3.68e-04    2.58e-04      1.70e-03    1.13e-03    2.7e-04
 570500      9.02e-03    8.82e-03      1.00e-04    1.38e-04      1.22e-03    1.19e-03    2.7e-04
 570600      1.07e-02    1.57e-02      1.06e-04    1.12e-04      1.44e-03    2.13e-03    2.7e-04
 570700      1.71e-02    7.97e-03      7.54e-04    6.36e-04      2.25e-03    9.68e-04    2.7e-04
 570800      1.14e-02    7.43e-03      5.06e-04    4.00e-04      1.50e-03    9.60e-04    2.7e-04
 570900      8.55e-03    1.58e-02      7.93e-04    8.85e-04      9.95e-04    2.04e-03    2.7e-04
 571000      1.28e-02    9.12e-03      9.19e-04    1.01e-03      1.58e-03    9.78e-04    2.7e-04
 571100      9.79e-03    1.25e-02      1.14e-03    1.12e-03      1.02e-03    1.47e-03    2.7e-04
 571200      1.20e-02    1.39e-02      3.43e-04    3.53e-04      1.60e-03    1.86e-03    2.7e-04
 571300      1.39e-02    8.79e-03      3.66e-05    4.88e-05      1.89e-03    1.19e-03    2.7e-04
 571400      1.44e-02    1.12e-02      9.60e-04    7.00e-04      1.81e-03    1.42e-03    2.7e-04
 571500      1.10e-02    8.04e-03      1.96e-05    5.09e-04      1.48e-03    1.02e-03    2.7e-04
 571600      8.37e-03    9.91e-03      8.29e-04    7.05e-04      9.48e-04    1.23e-03    2.7e-04
 571700      9.34e-03    9.60e-03      8.78e-04    4.65e-04      1.08e-03    1.25e-03    2.7e-04
 571800      8.80e-03    8.60e-03      2.23e-04    2.94e-04      1.18e-03    1.14e-03    2.7e-04
 571900      1.09e-02    9.52e-03      4.60e-04    4.49e-04      1.43e-03    1.24e-03    2.7e-04
 572000      1.21e-02    1.01e-02      8.58e-04    3.78e-04      1.51e-03    1.34e-03    2.7e-04
 572100      1.34e-02    1.00e-02      1.40e-03    9.38e-04      1.48e-03    1.16e-03    2.7e-04
 572200      1.30e-02    1.06e-02      1.52e-04    3.52e-04      1.75e-03    1.41e-03    2.7e-04
 572300      7.43e-03    1.34e-02      4.12e-04    2.89e-04      9.57e-04    1.79e-03    2.7e-04
 572400      8.20e-03    1.07e-02      1.00e-03    1.04e-03      8.20e-04    1.23e-03    2.7e-04
 572500      1.32e-02    9.85e-03      1.65e-04    4.43e-06      1.78e-03    1.33e-03    2.7e-04
 572600      1.64e-02    8.92e-03      4.33e-04    3.71e-04      2.20e-03    1.17e-03    2.7e-04
 572700      9.11e-03    1.06e-02      2.94e-04    2.48e-04      1.21e-03    1.42e-03    2.7e-04
 572800      1.06e-02    6.97e-03      4.75e-05    2.40e-04      1.44e-03    9.25e-04    2.7e-04
 572900      7.65e-03    1.25e-02      4.12e-04    7.00e-04      9.88e-04    1.60e-03    2.7e-04
 573000      1.47e-02    8.09e-03      1.20e-03    5.76e-04      1.77e-03    1.01e-03    2.7e-04
 573100      7.70e-03    8.74e-03      2.96e-04    4.99e-04      1.02e-03    1.12e-03    2.7e-04
 573200      8.12e-03    7.05e-03      1.58e-04    4.18e-05      1.09e-03    9.53e-04    2.7e-04
 573300      1.31e-02    1.79e-02      1.71e-03    2.09e-03      1.24e-03    1.85e-03    2.7e-04
 573400      9.51e-03    8.04e-03      3.67e-04    1.89e-04      1.26e-03    1.08e-03    2.7e-04
 573500      7.92e-03    8.87e-03      1.45e-04    2.67e-04      1.07e-03    1.18e-03    2.7e-04
 573600      8.89e-03    7.86e-03      3.16e-04    2.10e-04      1.18e-03    1.05e-03    2.7e-04
 573700      6.86e-03    1.32e-02      8.85e-05    5.09e-05      9.25e-04    1.79e-03    2.7e-04
 573800      1.33e-02    9.25e-03      7.40e-04    9.90e-04      1.71e-03    1.01e-03    2.7e-04
 573900      8.80e-03    6.89e-03      3.47e-04    3.15e-04      1.16e-03    9.01e-04    2.7e-04
 574000      9.54e-03    1.26e-02      7.70e-04    7.09e-04      1.16e-03    1.62e-03    2.7e-04
 574100      8.02e-03    5.72e-03      7.47e-05    9.54e-05      1.08e-03    7.71e-04    2.7e-04
 574200      1.17e-02    1.43e-02      2.81e-05    2.25e-04      1.58e-03    1.93e-03    2.7e-04
 574300      7.14e-03    1.27e-02      6.59e-04    4.87e-04      8.32e-04    1.68e-03    2.7e-04
 574400      9.95e-03    8.47e-03      4.79e-04    7.15e-04      1.30e-03    1.01e-03    2.7e-04
 574500      7.00e-03    1.49e-02      1.25e-04    2.09e-04      9.42e-04    2.01e-03    2.7e-04
 574600      1.28e-02    9.19e-03      4.59e-04    7.51e-04      1.70e-03    1.11e-03    2.7e-04
 574700      1.26e-02    1.05e-02      2.33e-04    4.81e-05      1.69e-03    1.42e-03    2.7e-04
 574800      1.18e-02    1.34e-02      3.87e-04    2.51e-04      1.57e-03    1.80e-03    2.7e-04
 574900      8.45e-03    1.09e-02      6.55e-04    7.14e-04      1.03e-03    1.37e-03    2.7e-04
 575000      1.39e-02    1.45e-02      5.81e-04    5.64e-04      1.83e-03    1.91e-03    2.7e-04
 575100      7.85e-03    1.15e-02      1.73e-04    3.89e-04      1.05e-03    1.53e-03    2.7e-04
 575200      1.04e-02    1.29e-02      5.40e-04    5.09e-04      1.35e-03    1.70e-03    2.7e-04
 575300      1.49e-02    1.25e-02      1.59e-03    1.46e-03      1.64e-03    1.30e-03    2.7e-04
 575400      8.08e-03    1.19e-02      5.41e-04    4.98e-04      1.02e-03    1.57e-03    2.7e-04
 575500      1.72e-02    1.44e-02      2.07e-03    1.91e-03      1.75e-03    1.34e-03    2.7e-04
 575600      8.53e-03    7.24e-03      3.02e-04    4.37e-04      1.13e-03    9.23e-04    2.7e-04
 575700      1.07e-02    1.09e-02      8.67e-04    7.71e-04      1.29e-03    1.36e-03    2.7e-04
 575800      1.09e-02    8.65e-03      7.22e-04    8.07e-04      1.37e-03    1.00e-03    2.7e-04
 575900      1.36e-02    1.05e-02      1.56e-05    4.17e-04      1.84e-03    1.38e-03    2.7e-04
 576000      1.11e-02    2.00e-02      1.39e-04    1.18e-04      1.50e-03    2.71e-03    2.7e-04
 576100      8.15e-03    7.36e-03      1.80e-04    2.51e-04      1.09e-03    9.78e-04    2.7e-04
 576200      1.16e-02    1.03e-02      4.65e-04    8.02e-04      1.53e-03    1.26e-03    2.7e-04
 576300      1.07e-02    1.29e-02      1.26e-03    1.39e-03      1.10e-03    1.41e-03    2.7e-04
 576400      8.19e-03    1.33e-02      7.13e-04    9.67e-04      9.72e-04    1.65e-03    2.7e-04
 576500      9.72e-03    1.60e-02      1.97e-04    3.74e-04      1.31e-03    2.15e-03    2.7e-04
 576600      8.00e-03    8.20e-03      5.80e-04    4.10e-04      9.93e-04    1.07e-03    2.7e-04
 576700      7.88e-03    7.86e-03      3.84e-04    3.69e-04      1.03e-03    1.03e-03    2.7e-04
 576800      1.31e-02    9.21e-03      4.25e-04    4.73e-04      1.74e-03    1.19e-03    2.7e-04
 576900      1.78e-02    8.98e-03      8.49e-04    8.32e-04      2.32e-03    1.04e-03    2.7e-04
 577000      1.19e-02    9.02e-03      2.11e-04    2.21e-04      1.60e-03    1.21e-03    2.7e-04
 577100      1.31e-02    7.58e-03      2.83e-04    5.92e-05      1.75e-03    1.02e-03    2.7e-04
 577200      1.22e-02    1.33e-02      1.52e-04    5.62e-04      1.65e-03    1.75e-03    2.7e-04
 577300      1.59e-02    5.47e-03      4.17e-04    4.73e-04      2.12e-03    6.50e-04    2.7e-04
 577400      1.45e-02    9.00e-03      8.33e-04    6.89e-04      1.86e-03    1.10e-03    2.7e-04
 577500      8.23e-03    1.37e-02      8.46e-04    1.33e-03      9.18e-04    1.56e-03    2.7e-04
 577600      1.69e-02    1.90e-02      3.62e-04    2.72e-04      2.27e-03    2.56e-03    2.7e-04
 577700      1.57e-02    8.09e-03      1.11e-04    3.78e-04      2.12e-03    1.06e-03    2.7e-04
 577800      1.17e-02    7.51e-03      1.80e-04    1.30e-04      1.57e-03    1.01e-03    2.7e-04
 577900      8.47e-03    1.17e-02      5.24e-04    5.95e-04      1.08e-03    1.51e-03    2.7e-04
 578000      7.64e-03    5.31e-03      7.34e-05    5.74e-05      1.03e-03    7.17e-04    2.7e-04
 578100      1.03e-02    6.81e-03      2.70e-04    2.38e-05      1.38e-03    9.21e-04    2.7e-04
 578200      1.93e-02    8.03e-03      9.16e-04    7.22e-04      2.52e-03    9.44e-04    2.7e-04
 578300      8.21e-03    1.06e-02      7.13e-04    9.67e-04      9.75e-04    1.24e-03    2.7e-04
 578400      1.26e-02    1.19e-02      2.72e-04    1.12e-04      1.70e-03    1.61e-03    2.7e-04
 578500      1.41e-02    9.82e-03      1.14e-03    1.01e-03      1.70e-03    1.10e-03    2.7e-04
 578600      1.55e-02    1.31e-02      1.16e-03    1.09e-03      1.91e-03    1.58e-03    2.7e-04
 578700      9.32e-03    9.44e-03      9.06e-04    6.77e-04      1.07e-03    1.17e-03    2.7e-04
 578800      9.28e-03    9.46e-03      5.22e-05    2.25e-04      1.25e-03    1.27e-03    2.7e-04
 578900      9.73e-03    1.38e-02      1.26e-03    6.42e-04      9.26e-04    1.80e-03    2.7e-04
 579000      1.14e-02    9.69e-03      1.02e-03    1.17e-03      1.35e-03    9.79e-04    2.7e-04
 579100      9.67e-03    8.60e-03      1.01e-03    7.75e-04      1.07e-03    1.01e-03    2.7e-04
 579200      1.16e-02    1.29e-02      1.07e-03    9.95e-04      1.34e-03    1.58e-03    2.7e-04
 579300      9.83e-03    1.18e-02      6.93e-04    5.94e-04      1.22e-03    1.53e-03    2.7e-04
 579400      1.08e-02    1.08e-02      2.80e-04    2.80e-04      1.45e-03    1.45e-03    2.7e-04
 579500      1.08e-02    1.39e-02      4.98e-04    6.78e-04      1.41e-03    1.80e-03    2.7e-04
 579600      1.01e-02    7.33e-03      3.11e-04    1.56e-04      1.35e-03    9.85e-04    2.7e-04
 579700      1.62e-02    1.14e-02      9.05e-04    7.94e-04      2.08e-03    1.43e-03    2.7e-04
 579800      9.68e-03    1.77e-02      8.90e-04    1.03e-03      1.13e-03    2.27e-03    2.7e-04
 579900      1.02e-02    1.18e-02      6.54e-04    3.94e-04      1.29e-03    1.57e-03    2.7e-04
 580000      1.09e-02    7.95e-03      3.46e-04    1.38e-05      1.49e-03    1.10e-03    2.6e-04
 580100      1.57e-02    1.99e-02      4.16e-04    2.40e-04      2.15e-03    2.75e-03    2.6e-04
 580200      7.97e-03    1.32e-02      4.27e-04    6.53e-04      1.06e-03    1.76e-03    2.6e-04
 580300      1.27e-02    8.36e-03      1.43e-03    1.26e-03      1.38e-03    6.50e-04    2.6e-04
 580400      9.12e-03    1.20e-02      1.06e-03    4.35e-04      9.70e-04    1.63e-03    2.6e-04
 580500      1.06e-02    1.51e-02      2.61e-04    4.61e-04      1.46e-03    2.06e-03    2.6e-04
 580600      8.68e-03    1.00e-02      5.11e-04    5.72e-04      1.14e-03    1.32e-03    2.6e-04
 580700      8.85e-03    1.57e-02      3.47e-04    6.43e-04      1.20e-03    2.12e-03    2.6e-04
 580800      1.06e-02    6.74e-03      6.02e-04    4.33e-04      1.39e-03    8.74e-04    2.6e-04
 580900      7.51e-03    9.20e-03      3.11e-04    3.83e-04      1.01e-03    1.24e-03    2.6e-04
 581000      8.89e-03    8.23e-03      1.75e-04    3.12e-04      1.23e-03    1.12e-03    2.6e-04
 581100      1.06e-02    7.13e-03      7.05e-04    2.84e-04      1.37e-03    9.64e-04    2.6e-04
 581200      1.49e-02    1.23e-02      1.24e-03    7.32e-04      1.83e-03    1.60e-03    2.6e-04
 581300      7.22e-03    9.64e-03      6.94e-04    4.63e-04      8.50e-04    1.29e-03    2.6e-04
 581400      1.48e-02    1.14e-02      7.54e-04    4.97e-04      1.97e-03    1.53e-03    2.6e-04
 581500      1.34e-02    8.77e-03      9.54e-04    6.99e-04      1.71e-03    1.09e-03    2.6e-04
 581600      7.68e-03    1.23e-02      2.09e-05    1.57e-04      1.07e-03    1.70e-03    2.6e-04
 581700      1.21e-02    1.22e-02      5.41e-04    5.36e-05      1.63e-03    1.69e-03    2.6e-04
 581800      9.02e-03    8.11e-03      8.13e-04    6.04e-04      1.08e-03    1.03e-03    2.6e-04
 581900      8.68e-03    1.18e-02      9.88e-05    3.75e-04      1.20e-03    1.61e-03    2.6e-04
 582000      8.36e-03    7.86e-03      6.79e-04    4.36e-04      1.04e-03    1.04e-03    2.6e-04
 582100      1.48e-02    1.23e-02      2.29e-04    1.01e-04      2.04e-03    1.71e-03    2.6e-04
 582200      7.67e-03    8.84e-03      5.98e-04    3.71e-04      9.61e-04    1.19e-03    2.6e-04
 582300      8.39e-03    1.43e-02      3.72e-04    2.82e-05      1.13e-03    1.98e-03    2.6e-04
 582400      1.07e-02    1.36e-02      5.93e-04    6.47e-04      1.42e-03    1.82e-03    2.6e-04
 582500      7.37e-03    9.83e-03      4.20e-04    5.49e-04      9.71e-04    1.30e-03    2.6e-04
 582600      1.34e-02    7.92e-03      1.02e-04    7.03e-05      1.86e-03    1.10e-03    2.6e-04
 582700      7.04e-03    9.75e-03      3.18e-04    4.03e-04      9.46e-04    1.32e-03    2.6e-04
 582800      8.63e-03    7.72e-03      8.18e-04    7.33e-04      1.02e-03    9.12e-04    2.6e-04
 582900      8.49e-03    8.25e-03      3.09e-04    1.51e-04      1.15e-03    1.14e-03    2.6e-04
 583000      9.97e-03    1.27e-02      5.34e-04    4.20e-04      1.32e-03    1.74e-03    2.6e-04
 583100      1.37e-02    1.14e-02      6.73e-06    1.87e-04      1.90e-03    1.58e-03    2.6e-04
 583200      7.85e-03    1.50e-02      4.62e-05    3.77e-04      1.09e-03    2.06e-03    2.6e-04
 583300      1.03e-02    1.19e-02      3.19e-04    1.84e-04      1.41e-03    1.65e-03    2.6e-04
 583400      1.62e-02    7.49e-03      7.42e-04    4.34e-04      2.17e-03    9.85e-04    2.6e-04
 583500      1.24e-02    8.68e-03      1.01e-04    2.99e-04      1.72e-03    1.18e-03    2.6e-04
 583600      1.17e-02    1.07e-02      1.03e-03    9.40e-04      1.42e-03    1.30e-03    2.6e-04
 583700      1.08e-02    1.94e-02      5.88e-04    6.95e-04      1.43e-03    2.63e-03    2.6e-04
 583800      9.19e-03    9.35e-03      5.91e-04    5.73e-04      1.19e-03    1.22e-03    2.6e-04
 583900      1.08e-02    1.51e-02      7.39e-04    5.84e-04      1.39e-03    2.05e-03    2.6e-04
 584000      8.86e-03    8.99e-03      6.05e-04    5.91e-04      1.14e-03    1.16e-03    2.6e-04
 584100      1.25e-02    7.24e-03      6.10e-04    2.44e-04      1.66e-03    9.86e-04    2.6e-04
 584200      8.66e-03    9.67e-03      1.04e-03    9.62e-04      8.98e-04    1.12e-03    2.6e-04
 584300      9.04e-03    8.26e-03      8.00e-04    7.07e-04      1.09e-03    1.01e-03    2.6e-04
 584400      7.51e-03    8.08e-03      6.25e-04    6.69e-04      9.25e-04    9.96e-04    2.6e-04
 584500      1.33e-02    1.24e-02      2.44e-04    2.24e-04      1.84e-03    1.71e-03    2.6e-04
 584600      1.37e-02    8.32e-03      4.54e-04    8.73e-04      1.86e-03    9.41e-04    2.6e-04
 584700      1.00e-02    8.68e-03      6.32e-06    1.22e-04      1.39e-03    1.20e-03    2.6e-04
 584800      9.97e-03    1.09e-02      2.86e-04    4.00e-04      1.37e-03    1.48e-03    2.6e-04
 584900      8.87e-03    9.43e-03      8.67e-04    9.93e-04      1.04e-03    1.06e-03    2.6e-04
 585000      8.91e-03    1.23e-02      5.71e-04    7.83e-04      1.16e-03    1.59e-03    2.6e-04
 585100      1.07e-02    1.03e-02      2.98e-06    2.63e-04      1.48e-03    1.42e-03    2.6e-04
 585200      1.27e-02    6.52e-03      1.81e-04    8.62e-04      1.76e-03    6.18e-04    2.6e-04
 585300      1.94e-02    1.08e-02      3.42e-04    9.97e-05      2.68e-03    1.50e-03    2.6e-04
 585400      1.34e-02    1.31e-02      7.11e-04    8.68e-04      1.78e-03    1.69e-03    2.6e-04
 585500      1.06e-02    8.06e-03      1.62e-04    2.87e-04      1.46e-03    1.10e-03    2.6e-04
 585600      1.26e-02    7.94e-03      1.68e-04    5.68e-04      1.75e-03    1.01e-03    2.6e-04
 585700      9.87e-03    9.34e-03      4.87e-04    4.33e-04      1.32e-03    1.25e-03    2.6e-04
 585800      8.97e-03    1.88e-02      8.32e-04    9.43e-04      1.07e-03    2.50e-03    2.6e-04
 585900      1.02e-02    1.88e-02      8.50e-04    1.21e-03      1.26e-03    2.44e-03    2.6e-04
 586000      1.54e-02    9.64e-03      4.62e-04    2.42e-05      2.10e-03    1.34e-03    2.6e-04
 586100      1.00e-02    8.82e-03      4.31e-04    2.09e-04      1.35e-03    1.21e-03    2.6e-04
