#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1149100      2.03e-03    2.25e-03      1.94e-04    2.10e-04      8.65e-04    9.72e-04    1.4e-05
1149200      2.69e-03    2.47e-03      4.76e-05    8.45e-05      1.36e-03    1.23e-03    1.4e-05
1149300      2.25e-03    3.90e-03      3.09e-05    5.84e-05      1.14e-03    1.97e-03    1.4e-05
1149400      3.62e-03    1.84e-03      1.02e-04    6.58e-05      1.81e-03    9.15e-04    1.4e-05
1149500      3.01e-03    1.90e-03      1.07e-04    1.80e-04      1.49e-03    8.14e-04    1.4e-05
1149600      2.11e-03    1.67e-03      1.97e-04    6.91e-05      9.08e-04    8.24e-04    1.4e-05
1149700      3.20e-03    2.40e-03      1.06e-04    2.72e-05      1.59e-03    1.21e-03    1.4e-05
1149800      3.54e-03    2.88e-03      4.44e-04    2.32e-04      1.27e-03    1.30e-03    1.4e-05
1149900      2.65e-03    2.14e-03      3.83e-05    1.61e-04      1.34e-03    9.81e-04    1.4e-05
1150000      2.56e-03    2.51e-03      1.07e-04    2.68e-04      1.29e-03    1.03e-03    1.4e-05
1150100      3.59e-03    3.08e-03      3.71e-04    3.03e-05      1.51e-03    1.59e-03    1.4e-05
1150200      3.63e-03    2.27e-03      9.49e-05    1.12e-04      1.86e-03    1.13e-03    1.4e-05
1150300      2.14e-03    2.03e-03      3.62e-05    2.82e-06      1.10e-03    1.05e-03    1.4e-05
1150400      2.67e-03    2.59e-03      4.98e-05    6.06e-05      1.37e-03    1.33e-03    1.4e-05
1150500      1.94e-03    2.00e-03      6.64e-05    1.42e-04      9.82e-04    9.47e-04    1.4e-05
1150600      3.36e-03    4.04e-03      1.50e-04    4.99e-05      1.68e-03    2.08e-03    1.4e-05
1150700      2.49e-03    1.87e-03      7.04e-05    3.17e-05      1.27e-03    9.60e-04    1.4e-05
1150800      1.78e-03    3.07e-03      3.07e-05    1.95e-04      9.14e-04    1.48e-03    1.4e-05
1150900      1.96e-03    2.78e-03      2.03e-04    1.19e-04      8.20e-04    1.40e-03    1.4e-05
1151000      2.55e-03    2.58e-03      3.59e-05    2.30e-05      1.31e-03    1.33e-03    1.4e-05
1151100      2.04e-03    2.07e-03      1.79e-04    1.31e-04      9.18e-04    1.00e-03    1.4e-05
1151200      3.93e-03    3.13e-03      2.28e-04    7.18e-05      1.92e-03    1.60e-03    1.4e-05
1151300      2.33e-03    2.34e-03      6.45e-05    8.13e-06      1.19e-03    1.21e-03    1.4e-05
1151400      1.73e-03    1.38e-03      8.73e-05    1.06e-04      8.59e-04    6.45e-04    1.4e-05
1151500      2.28e-03    1.90e-03      8.32e-05    3.01e-05      1.15e-03    9.78e-04    1.4e-05
1151600      1.61e-03    1.93e-03      5.97e-05    1.85e-04      8.16e-04    8.40e-04    1.4e-05
1151700      2.73e-03    2.26e-03      1.96e-04    6.75e-05      1.29e-03    1.15e-03    1.4e-05
1151800      2.43e-03    2.03e-03      1.87e-05    8.16e-05      1.26e-03    1.02e-03    1.4e-05
1151900      1.79e-03    2.44e-03      7.18e-05    2.27e-04      9.02e-04    1.07e-03    1.4e-05
1152000      2.64e-03    9.19e-04      4.29e-06    6.17e-05      1.37e-03    4.40e-04    1.4e-05
1152100      2.29e-03    3.10e-03      6.45e-05    1.99e-04      1.17e-03    1.50e-03    1.4e-05
1152200      1.81e-03    2.07e-03      8.24e-05    9.89e-05      9.05e-04    1.03e-03    1.4e-05
1152300      3.91e-03    2.41e-03      3.09e-04    9.64e-05      1.81e-03    1.21e-03    1.4e-05
1152400      1.98e-03    4.83e-03      5.50e-05    1.96e-05      1.01e-03    2.50e-03    1.4e-05
1152500      1.69e-03    2.78e-03      4.54e-05    2.19e-04      8.64e-04    1.29e-03    1.4e-05
1152600      3.99e-03    4.09e-03      3.00e-04    2.40e-04      1.87e-03    1.99e-03    1.4e-05
1152700      2.71e-03    3.02e-03      5.05e-05    8.59e-05      1.40e-03    1.54e-03    1.4e-05
1152800      1.70e-03    3.10e-03      9.23e-05    7.14e-05      8.36e-04    1.59e-03    1.4e-05
1152900      1.63e-03    2.19e-03      6.59e-05    3.57e-05      8.22e-04    1.13e-03    1.4e-05
1153000      1.63e-03    1.60e-03      6.46e-05    8.88e-05      8.20e-04    7.86e-04    1.4e-05
1153100      2.61e-03    3.01e-03      5.30e-05    6.22e-05      1.34e-03    1.55e-03    1.4e-05
1153200      2.11e-03    3.04e-03      2.22e-04    9.03e-05      8.77e-04    1.55e-03    1.4e-05
1153300      3.23e-03    2.33e-03      2.55e-04    6.14e-05      1.50e-03    1.19e-03    1.4e-05
1153400      2.25e-03    2.47e-03      8.83e-05    9.01e-05      1.13e-03    1.25e-03    1.4e-05
1153500      3.32e-03    2.47e-03      1.86e-04    5.42e-05      1.63e-03    1.27e-03    1.4e-05
1153600      2.54e-03    2.66e-03      1.26e-04    1.30e-04      1.26e-03    1.32e-03    1.4e-05
1153700      2.76e-03    1.58e-03      1.92e-04    3.26e-05      1.31e-03    8.13e-04    1.4e-05
1153800      2.70e-03    2.50e-03      1.60e-04    1.29e-04      1.31e-03    1.24e-03    1.4e-05
1153900      2.46e-03    2.57e-03      7.15e-06    1.32e-04      1.27e-03    1.27e-03    1.4e-05
1154000      3.76e-03    2.18e-03      1.36e-04    1.56e-04      1.90e-03    1.03e-03    1.4e-05
1154100      1.83e-03    1.76e-03      6.37e-05    1.01e-05      9.25e-04    9.08e-04    1.4e-05
1154200      2.51e-03    2.67e-03      1.07e-04    1.19e-04      1.26e-03    1.34e-03    1.4e-05
1154300      2.47e-03    1.97e-03      8.21e-05    1.90e-04      1.26e-03    8.52e-04    1.4e-05
1154400      2.65e-03    2.95e-03      1.31e-04    2.44e-04      1.32e-03    1.35e-03    1.4e-05
1154500      1.63e-03    3.01e-03      6.68e-05    5.97e-05      8.18e-04    1.55e-03    1.4e-05
1154600      1.91e-03    2.05e-03      6.76e-05    8.63e-05      9.69e-04    1.03e-03    1.4e-05
1154700      1.95e-03    2.43e-03      1.70e-04    1.08e-04      8.80e-04    1.22e-03    1.4e-05
1154800      1.87e-03    2.46e-03      1.06e-04    2.17e-04      9.14e-04    1.10e-03    1.4e-05
1154900      2.24e-03    2.23e-03      8.61e-05    4.25e-05      1.13e-03    1.15e-03    1.4e-05
1155000      2.66e-03    1.89e-03      1.92e-05    5.35e-05      1.37e-03    9.64e-04    1.4e-05
1155100      2.84e-03    2.25e-03      1.96e-04    1.29e-05      1.35e-03    1.16e-03    1.4e-05
1155200      2.90e-03    2.90e-03      3.26e-05    3.26e-05      1.50e-03    1.50e-03    1.4e-05
1155300      3.15e-03    2.94e-03      1.43e-04    1.17e-04      1.57e-03    1.48e-03    1.4e-05
1155400      2.68e-03    1.12e-03      1.61e-04    1.28e-04      1.30e-03    4.42e-04    1.4e-05
1155500      2.29e-03    3.92e-03      1.17e-04    1.45e-05      1.13e-03    2.03e-03    1.4e-05
1155600      1.68e-03    3.00e-03      2.97e-05    2.36e-04      8.62e-04    1.39e-03    1.4e-05
1155700      2.81e-03    1.81e-03      1.14e-04    1.56e-04      1.42e-03    8.17e-04    1.4e-05
1155800      4.42e-03    3.46e-03      4.49e-04    4.19e-04      1.87e-03    1.31e-03    1.4e-05
1155900      1.63e-03    1.96e-03      6.01e-05    1.14e-04      8.25e-04    9.56e-04    1.4e-05
1156000      2.23e-03    3.05e-03      4.75e-05    8.36e-05      1.15e-03    1.56e-03    1.4e-05
1156100      1.87e-03    2.67e-03      1.14e-04    4.83e-05      9.06e-04    1.38e-03    1.4e-05
1156200      3.09e-03    1.72e-03      9.63e-05    1.05e-04      1.57e-03    8.34e-04    1.4e-05
1156300      1.71e-03    3.32e-03      9.65e-05    1.39e-04      8.36e-04    1.67e-03    1.4e-05
1156400      3.59e-03    4.92e-03      8.43e-05    9.19e-05      1.84e-03    2.53e-03    1.4e-05
1156500      2.63e-03    2.43e-03      1.26e-04    1.17e-04      1.31e-03    1.21e-03    1.4e-05
1156600      2.92e-03    2.60e-03      1.84e-04    1.18e-04      1.41e-03    1.30e-03    1.4e-05
1156700      2.57e-03    2.45e-03      1.01e-04    1.27e-05      1.30e-03    1.27e-03    1.4e-05
1156800      2.66e-03    1.06e-03      6.35e-05    1.12e-04      1.36e-03    4.39e-04    1.4e-05
1156900      1.85e-03    3.59e-03      1.25e-04    1.81e-04      8.86e-04    1.78e-03    1.4e-05
1157000      2.27e-03    1.78e-03      3.18e-06    9.36e-05      1.17e-03    8.78e-04    1.4e-05
1157100      2.15e-03    3.10e-03      1.85e-04    7.74e-05      9.69e-04    1.58e-03    1.4e-05
1157200      2.89e-03    2.21e-03      3.30e-05    2.60e-04      1.49e-03    8.51e-04    1.4e-05
1157300      4.19e-03    2.38e-03      2.44e-04    1.47e-04      2.04e-03    1.16e-03    1.4e-05
1157400      1.60e-03    2.07e-03      1.84e-05    3.67e-06      8.26e-04    1.07e-03    1.4e-05
1157500      1.70e-03    1.80e-03      6.81e-05    1.83e-05      8.54e-04    9.28e-04    1.4e-05
1157600      2.56e-03    2.87e-03      1.16e-05    4.05e-05      1.32e-03    1.48e-03    1.4e-05
1157700      2.85e-03    2.73e-03      2.10e-04    5.85e-07      1.34e-03    1.41e-03    1.4e-05
1157800      2.49e-03    1.64e-03      2.55e-04    1.25e-06      1.05e-03    8.50e-04    1.4e-05
1157900      1.82e-03    2.70e-03      7.70e-05    2.44e-04      9.15e-04    1.20e-03    1.4e-05
1158000      2.73e-03    1.91e-03      1.71e-04    1.56e-04      1.32e-03    8.78e-04    1.4e-05
1158100      2.77e-03    4.05e-03      1.52e-04    2.87e-04      1.36e-03    1.92e-03    1.4e-05
1158200      1.67e-03    2.95e-03      6.06e-06    6.00e-05      8.66e-04    1.52e-03    1.4e-05
1158300      3.16e-03    3.41e-03      7.56e-05    6.10e-05      1.62e-03    1.75e-03    1.4e-05
1158400      2.97e-03    3.22e-03      1.36e-04    1.11e-04      1.48e-03    1.63e-03    1.4e-05
1158500      2.12e-03    1.64e-03      2.00e-04    6.55e-05      9.30e-04    8.24e-04    1.4e-05
1158600      2.57e-03    2.36e-03      5.06e-05    1.49e-05      1.32e-03    1.22e-03    1.4e-05
1158700      1.58e-03    2.20e-03      1.18e-05    8.17e-06      8.15e-04    1.14e-03    1.4e-05
1158800      1.72e-03    2.57e-03      1.16e-04    2.51e-05      8.22e-04    1.33e-03    1.4e-05
1158900      1.76e-03    2.57e-03      9.30e-06    2.36e-04      9.09e-04    1.13e-03    1.4e-05
1159000      3.62e-03    2.26e-03      1.91e-04    1.25e-04      1.79e-03    1.11e-03    1.4e-05
1159100      2.66e-03    9.11e-04      4.09e-06    5.86e-05      1.38e-03    4.39e-04    1.4e-05
1159200      2.45e-03    3.97e-03      1.66e-04    2.12e-04      1.17e-03    1.96e-03    1.4e-05
1159300      2.39e-03    2.52e-03      2.10e-04    3.32e-04      1.07e-03    8.75e-04    1.4e-05
1159400      2.04e-03    2.99e-03      1.28e-05    2.15e-04      1.06e-03    1.41e-03    1.4e-05
1159500      3.92e-03    3.92e-03      2.74e-04    1.44e-04      1.86e-03    1.99e-03    1.4e-05
1159600      2.73e-03    1.64e-03      2.05e-04    4.71e-05      1.28e-03    8.35e-04    1.4e-05
1159700      2.81e-03    2.60e-03      2.67e-04    2.17e-04      1.23e-03    1.19e-03    1.4e-05
1159800      2.06e-03    4.80e-03      2.06e-04    3.45e-05      8.81e-04    2.48e-03    1.4e-05
1159900      2.47e-03    2.04e-03      1.54e-04    1.25e-04      1.20e-03    9.92e-04    1.4e-05
1160000      2.10e-03    3.84e-03      1.70e-05    2.18e-04      1.10e-03    1.91e-03    1.3e-05
1160100      1.97e-03    2.03e-03      1.79e-04    1.11e-04      8.92e-04    1.02e-03    1.3e-05
1160200      2.41e-03    2.87e-03      7.28e-05    2.49e-04      1.25e-03    1.32e-03    1.3e-05
1160300      2.53e-03    3.64e-03      1.03e-04    2.00e-05      1.30e-03    1.92e-03    1.3e-05
1160400      2.47e-03    2.60e-03      1.67e-04    3.00e-04      1.21e-03    1.04e-03    1.3e-05
1160500      1.87e-03    2.41e-03      1.52e-04    2.24e-04      8.74e-04    1.08e-03    1.3e-05
1160600      3.37e-03    2.78e-03      3.20e-04    2.17e-06      1.50e-03    1.46e-03    1.3e-05
1160700      2.03e-03    2.60e-03      1.17e-04    2.34e-04      1.01e-03    1.18e-03    1.3e-05
1160800      2.04e-03    2.13e-03      1.88e-04    2.29e-04      9.16e-04    8.94e-04    1.3e-05
1160900      3.63e-03    2.46e-03      1.39e-04    4.77e-09      1.87e-03    1.30e-03    1.3e-05
1161000      1.61e-03    1.78e-03      6.06e-05    8.39e-05      8.26e-04    9.03e-04    1.3e-05
1161100      2.92e-03    2.61e-03      2.85e-04    2.93e-04      1.28e-03    1.06e-03    1.3e-05
1161200      3.37e-03    2.57e-03      2.68e-04    1.07e-04      1.59e-03    1.32e-03    1.3e-05
1161300      3.93e-03    3.83e-03      2.67e-04    6.32e-05      1.91e-03    2.01e-03    1.3e-05
1161400      2.57e-03    1.50e-03      6.33e-06    7.88e-05      1.35e-03    7.56e-04    1.3e-05
1161500      2.88e-03    1.37e-03      1.49e-04    1.94e-04      1.45e-03    4.37e-04    1.3e-05
1161600      1.74e-03    2.53e-03      2.84e-05    7.20e-05      9.10e-04    1.31e-03    1.3e-05
1161700      1.72e-03    2.00e-03      1.15e-04    7.14e-06      8.42e-04    1.05e-03    1.3e-05
1161800      2.68e-03    2.89e-03      1.20e-04    1.79e-05      1.37e-03    1.52e-03    1.3e-05
1161900      2.22e-03    2.63e-03      3.81e-05    1.72e-04      1.16e-03    1.29e-03    1.3e-05
1162000      1.91e-03    3.47e-03      3.44e-05    1.29e-04      1.00e-03    1.79e-03    1.3e-05
1162100      3.66e-03    1.78e-03      2.30e-04    9.88e-05      1.80e-03    8.89e-04    1.3e-05
1162200      2.50e-03    1.81e-03      5.15e-05    1.66e-04      1.31e-03    8.19e-04    1.3e-05
1162300      2.54e-03    2.05e-03      9.16e-05    7.73e-05      1.31e-03    1.06e-03    1.3e-05
1162400      1.78e-03    1.99e-03      1.15e-04    1.15e-04      8.74e-04    9.93e-04    1.3e-05
1162500      2.46e-03    3.14e-03      1.95e-04    2.50e-05      1.16e-03    1.65e-03    1.3e-05
1162600      1.86e-03    1.53e-03      1.20e-04    3.64e-05      9.15e-04    7.98e-04    1.3e-05
1162700      2.05e-03    1.22e-03      2.35e-04    1.13e-05      8.25e-04    6.42e-04    1.3e-05
1162800      2.72e-03    4.87e-03      1.42e-04    1.61e-04      1.37e-03    2.52e-03    1.3e-05
1162900      3.32e-03    2.33e-03      3.06e-04    2.41e-04      1.50e-03    9.94e-04    1.3e-05
1163000      2.18e-03    1.76e-03      9.77e-05    1.08e-04      1.11e-03    8.71e-04    1.3e-05
1163100      2.59e-03    3.11e-03      9.40e-05    6.82e-05      1.34e-03    1.63e-03    1.3e-05
1163200      2.53e-03    3.43e-03      1.72e-04    8.78e-05      1.23e-03    1.79e-03    1.3e-05
1163300      1.81e-03    3.25e-03      1.16e-04    1.57e-04      8.86e-04    1.64e-03    1.3e-05
1163400      1.56e-03    2.04e-03      2.08e-05    6.43e-05      8.18e-04    1.06e-03    1.3e-05
1163500      2.34e-03    2.01e-03      1.07e-04    3.41e-05      1.19e-03    1.05e-03    1.3e-05
1163600      3.05e-03    2.28e-03      4.35e-05    2.39e-04      1.60e-03    9.66e-04    1.3e-05
1163700      3.80e-03    4.64e-03      8.87e-05    1.17e-04      1.99e-03    2.42e-03    1.3e-05
1163800      2.03e-03    2.57e-03      1.97e-04    2.63e-04      8.91e-04    1.10e-03    1.3e-05
1163900      2.75e-03    2.58e-03      1.45e-04    1.50e-04      1.38e-03    1.28e-03    1.3e-05
1164000      2.68e-03    2.32e-03      7.28e-05    1.61e-04      1.39e-03    1.12e-03    1.3e-05
1164100      3.18e-03    2.82e-03      1.25e-04    7.12e-05      1.63e-03    1.47e-03    1.3e-05
1164200      2.51e-03    3.31e-03      6.51e-05    8.97e-05      1.31e-03    1.72e-03    1.3e-05
1164300      4.00e-03    1.68e-03      3.06e-04    3.48e-05      1.90e-03    8.79e-04    1.3e-05
1164400      2.77e-03    2.28e-03      8.66e-05    4.10e-05      1.44e-03    1.20e-03    1.3e-05
1164500      2.06e-03    2.15e-03      2.07e-04    2.69e-05      8.92e-04    1.13e-03    1.3e-05
1164600      2.09e-03    2.84e-03      2.16e-04    3.21e-05      8.94e-04    1.49e-03    1.3e-05
1164700      3.51e-03    2.92e-03      3.57e-04    1.44e-04      1.52e-03    1.48e-03    1.3e-05
1164800      2.06e-03    2.73e-03      8.26e-05    1.82e-04      1.06e-03    1.33e-03    1.3e-05
1164900      2.70e-03    2.53e-03      4.75e-05    2.54e-04      1.41e-03    1.10e-03    1.3e-05
1165000      2.34e-03    2.34e-03      8.96e-05    9.42e-06      1.21e-03    1.23e-03    1.3e-05
1165100      1.76e-03    1.76e-03      5.15e-05    5.15e-05      9.16e-04    9.16e-04    1.3e-05
1165200      1.81e-03    3.20e-03      1.64e-04    9.31e-05      8.18e-04    1.66e-03    1.3e-05
1165300      2.38e-03    3.38e-03      6.28e-05    2.63e-04      1.24e-03    1.60e-03    1.3e-05
1165400      2.73e-03    2.83e-03      1.50e-04    9.51e-07      1.37e-03    1.49e-03    1.3e-05
1165500      2.13e-03    1.69e-03      7.57e-05    1.45e-04      1.10e-03    7.81e-04    1.3e-05
1165600      3.54e-03    3.37e-03      1.86e-04    1.62e-04      1.78e-03    1.71e-03    1.3e-05
1165700      1.55e-03    2.97e-03      6.77e-06    1.51e-04      8.16e-04    1.50e-03    1.3e-05
1165800      2.15e-03    1.88e-03      4.18e-05    7.70e-05      1.12e-03    9.64e-04    1.3e-05
1165900      1.84e-03    2.13e-03      1.24e-04    6.09e-05      8.95e-04    1.11e-03    1.3e-05
1166000      4.22e-03    2.72e-03      4.00e-04    1.40e-04      1.88e-03    1.37e-03    1.3e-05
1166100      1.56e-03    2.64e-03      1.21e-05    1.63e-05      8.22e-04    1.39e-03    1.3e-05
1166200      1.69e-03    3.44e-03      4.05e-05    9.28e-05      8.80e-04    1.79e-03    1.3e-05
1166300      2.51e-03    3.99e-03      1.14e-04    1.77e-04      1.28e-03    2.04e-03    1.3e-05
1166400      2.58e-03    1.58e-03      3.13e-05    6.43e-05      1.36e-03    8.10e-04    1.3e-05
1166500      2.26e-03    1.61e-03      1.08e-04    9.75e-05      1.15e-03    8.00e-04    1.3e-05
1166600      2.12e-03    2.92e-03      1.90e-04    3.65e-04      9.63e-04    1.09e-03    1.3e-05
1166700      3.19e-03    1.61e-03      1.31e-04    7.83e-05      1.63e-03    8.13e-04    1.3e-05
1166800      1.75e-03    2.51e-03      1.43e-04    1.01e-04      8.18e-04    1.29e-03    1.3e-05
1166900      1.73e-03    3.32e-03      6.70e-06    1.06e-04      9.10e-04    1.72e-03    1.3e-05
1167000      2.54e-03    2.54e-03      3.80e-05    3.80e-05      1.33e-03    1.33e-03    1.3e-05
1167100      2.59e-03    3.86e-03      9.41e-05    1.79e-04      1.34e-03    1.96e-03    1.3e-05
1167200      2.93e-03    3.47e-03      1.28e-04    2.37e-04      1.50e-03    1.69e-03    1.3e-05
1167300      1.89e-03    3.85e-03      1.63e-04    7.11e-05      8.67e-04    2.02e-03    1.3e-05
1167400      2.32e-03    2.59e-03      1.40e-04    1.20e-04      1.15e-03    1.32e-03    1.3e-05
1167500      1.82e-03    2.10e-03      1.41e-04    1.37e-04      8.60e-04    1.03e-03    1.3e-05
1167600      2.78e-03    1.81e-03      2.31e-04    1.96e-06      1.29e-03    9.51e-04    1.3e-05
1167700      3.42e-03    1.80e-03      1.31e-04    9.86e-05      1.76e-03    9.04e-04    1.3e-05
1167800      3.04e-03    3.21e-03      3.06e-04    1.74e-05      1.32e-03    1.69e-03    1.3e-05
1167900      2.64e-03    2.46e-03      4.70e-05    7.22e-05      1.39e-03    1.28e-03    1.3e-05
1168000      2.95e-03    1.72e-03      5.07e-05    1.30e-04      1.55e-03    8.20e-04    1.3e-05
1168100      2.42e-03    3.01e-03      3.58e-05    2.37e-04      1.27e-03    1.42e-03    1.3e-05
1168200      2.34e-03    3.72e-03      2.63e-04    2.19e-04      9.51e-04    1.85e-03    1.3e-05
1168300      2.58e-03    1.56e-03      1.25e-04    1.21e-05      1.31e-03    8.22e-04    1.3e-05
1168400      2.30e-03    1.68e-03      9.80e-05    5.47e-05      1.18e-03    8.70e-04    1.3e-05
1168500      3.58e-03    1.64e-03      5.55e-05    7.51e-05      1.88e-03    8.33e-04    1.3e-05
1168600      1.87e-03    2.27e-03      1.37e-04    3.50e-05      8.96e-04    1.19e-03    1.3e-05
1168700      1.72e-03    2.71e-03      3.15e-05    6.98e-05      9.02e-04    1.42e-03    1.3e-05
1168800      2.87e-03    2.24e-03      1.82e-04    2.31e-04      1.41e-03    9.55e-04    1.3e-05
1168900      3.23e-03    1.99e-03      2.72e-04    1.70e-04      1.50e-03    9.19e-04    1.3e-05
1169000      2.60e-03    2.72e-03      1.89e-04    1.15e-04      1.25e-03    1.39e-03    1.3e-05
1169100      1.96e-03    3.08e-03      3.87e-05    2.11e-04      1.03e-03    1.49e-03    1.3e-05
1169200      2.11e-03    3.67e-03      2.31e-04    8.44e-06      8.73e-04    1.93e-03    1.3e-05
1169300      1.59e-03    4.19e-03      5.71e-05    1.09e-04      8.22e-04    2.18e-03    1.3e-05
1169400      3.88e-03    2.08e-03      2.28e-04    5.61e-06      1.93e-03    1.10e-03    1.3e-05
1169500      1.86e-03    4.13e-03      1.77e-04    1.20e-04      8.25e-04    2.14e-03    1.3e-05
1169600      2.17e-03    2.56e-03      3.61e-05    2.43e-05      1.14e-03    1.34e-03    1.3e-05
1169700      2.71e-03    2.25e-03      1.59e-04    3.35e-05      1.35e-03    1.18e-03    1.3e-05
1169800      2.48e-03    1.84e-03      2.00e-05    2.56e-05      1.31e-03    9.64e-04    1.3e-05
1169900      2.37e-03    2.02e-03      1.44e-04    9.08e-06      1.18e-03    1.06e-03    1.3e-05
1170000      1.69e-03    2.07e-03      6.58e-06    6.98e-05      9.07e-04    1.09e-03    1.2e-05
1170100      1.77e-03    4.08e-03      1.15e-04    8.57e-05      8.83e-04    2.17e-03    1.2e-05
1170200      2.48e-03    4.13e-03      4.23e-05    1.51e-05      1.33e-03    2.21e-03    1.2e-05
1170300      2.56e-03    2.14e-03      9.28e-05    2.05e-04      1.34e-03    9.64e-04    1.2e-05
1170400      2.20e-03    3.51e-03      2.10e-04    1.73e-04      9.92e-04    1.81e-03    1.2e-05
1170500      2.02e-03    2.34e-03      1.88e-04    1.18e-05      9.24e-04    1.25e-03    1.2e-05
1170600      3.18e-03    1.87e-03      1.77e-04    6.67e-05      1.62e-03    9.85e-04    1.2e-05
1170700      3.41e-03    2.80e-03      4.11e-04    1.47e-05      1.34e-03    1.50e-03    1.2e-05
1170800      2.18e-03    3.20e-03      6.48e-05    1.48e-04      1.15e-03    1.66e-03    1.2e-05
1170900      1.79e-03    2.58e-03      1.64e-04    3.06e-04      8.19e-04    1.03e-03    1.2e-05
1171000      2.53e-03    1.86e-03      1.25e-05    7.33e-05      1.36e-03    9.74e-04    1.2e-05
1171100      2.27e-03    2.12e-03      1.42e-05    1.66e-04      1.22e-03    1.02e-03    1.2e-05
1171200      3.00e-03    3.20e-03      1.93e-04    1.21e-04      1.50e-03    1.68e-03    1.2e-05
1171300      2.63e-03    3.07e-03      2.21e-05    1.48e-04      1.41e-03    1.58e-03    1.2e-05
1171400      2.28e-03    2.61e-03      5.55e-06    5.45e-05      1.22e-03    1.39e-03    1.2e-05
1171500      1.53e-03    1.99e-03      1.36e-05    3.01e-05      8.19e-04    1.06e-03    1.2e-05
1171600      3.44e-03    8.88e-04      1.63e-04    6.40e-05      1.78e-03    4.35e-04    1.2e-05
1171700      2.39e-03    2.94e-03      1.79e-04    1.83e-04      1.16e-03    1.47e-03    1.2e-05
1171800      2.02e-03    3.31e-03      2.03e-04    4.86e-05      8.90e-04    1.77e-03    1.2e-05
1171900      3.71e-03    2.61e-03      1.91e-04    7.96e-05      1.90e-03    1.38e-03    1.2e-05
1172000      2.33e-03    2.59e-03      8.20e-05    2.84e-05      1.23e-03    1.38e-03    1.2e-05
1172100      2.46e-03    2.03e-03      3.80e-05    7.26e-05      1.32e-03    1.07e-03    1.2e-05
1172200      2.61e-03    2.30e-03      3.24e-05    5.97e-06      1.40e-03    1.23e-03    1.2e-05
1172300      1.52e-03    3.32e-03      1.85e-05    6.91e-05      8.15e-04    1.77e-03    1.2e-05
1172400      3.04e-03    3.67e-03      6.56e-05    1.12e-04      1.62e-03    1.94e-03    1.2e-05
1172500      2.48e-03    2.94e-03      6.15e-05    1.22e-04      1.32e-03    1.53e-03    1.2e-05
1172600      1.69e-03    1.42e-03      5.01e-05    1.40e-04      8.95e-04    6.36e-04    1.2e-05
1172700      1.89e-03    1.96e-03      1.63e-04    6.09e-05      8.87e-04    1.04e-03    1.2e-05
1172800      2.05e-03    1.72e-03      5.08e-06    6.33e-05      1.10e-03    9.01e-04    1.2e-05
1172900      2.16e-03    1.53e-03      2.39e-05    3.34e-05      1.16e-03    8.14e-04    1.2e-05
1173000      3.78e-03    2.31e-03      1.79e-04    2.84e-04      1.96e-03    8.96e-04    1.2e-05
1173100      2.22e-03    2.93e-03      1.35e-04    2.41e-05      1.12e-03    1.57e-03    1.2e-05
1173200      1.82e-03    2.28e-03      4.50e-05    2.20e-04      9.69e-04    1.03e-03    1.2e-05
1173300      1.68e-03    2.26e-03      8.62e-05    2.04e-04      8.65e-04    1.04e-03    1.2e-05
1173400      3.69e-03    1.97e-03      2.93e-04    1.81e-04      1.77e-03    9.04e-04    1.2e-05
1173500      1.74e-03    2.45e-03      4.96e-05    5.87e-05      9.20e-04    1.30e-03    1.2e-05
1173600      2.50e-03    2.07e-03      9.30e-05    4.86e-05      1.31e-03    1.10e-03    1.2e-05
1173700      3.06e-03    2.97e-03      2.23e-04    1.58e-04      1.49e-03    1.52e-03    1.2e-05
1173800      2.54e-03    2.90e-03      9.11e-05    8.10e-05      1.33e-03    1.53e-03    1.2e-05
1173900      1.54e-03    2.76e-03      3.38e-05    5.61e-05      8.19e-04    1.47e-03    1.2e-05
1174000      2.41e-03    1.85e-03      1.58e-05    8.02e-05      1.29e-03    9.62e-04    1.2e-05
1174100      2.95e-03    3.07e-03      2.87e-04    2.04e-06      1.32e-03    1.65e-03    1.2e-05
1174200      3.76e-03    2.50e-03      2.95e-04    1.77e-04      1.81e-03    1.23e-03    1.2e-05
1174300      1.65e-03    2.13e-03      3.56e-05    4.31e-05      8.79e-04    1.14e-03    1.2e-05
1174400      2.59e-03    2.04e-03      1.21e-04    5.14e-05      1.34e-03    1.08e-03    1.2e-05
1174500      2.08e-03    2.08e-03      2.20e-04    2.20e-04      8.97e-04    8.97e-04    1.2e-05
1174600      3.14e-03    2.79e-03      4.53e-06    4.25e-05      1.69e-03    1.49e-03    1.2e-05
1174700      1.68e-03    4.20e-03      6.04e-05    1.03e-04      8.81e-04    2.23e-03    1.2e-05
1174800      2.88e-03    1.51e-03      1.15e-04    8.73e-05      1.50e-03    7.67e-04    1.2e-05
1174900      2.06e-03    9.50e-04      1.46e-04    1.93e-05      1.01e-03    5.06e-04    1.2e-05
1175000      2.42e-03    4.17e-03      8.45e-06    1.10e-04      1.30e-03    2.21e-03    1.2e-05
1175100      2.49e-03    2.19e-03      4.47e-05    3.64e-05      1.33e-03    1.17e-03    1.2e-05
1175200      2.44e-03    1.71e-03      1.55e-04    6.86e-05      1.22e-03    8.94e-04    1.2e-05
